datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2019-09-30 11:24:11-03"	IF	SPSF	51715	"Lantana camara"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Verbenaceae	Lantana	camara		L.	"A. Maruyama"	2016	12	22		672		"A. Maruyama & L. Cicco"	2016	12	22			"América do Sul"	Brasil	SP	Cunha	"a 100 m da SP-171"	-44.964444	-23.076944					939	939									"COLETA: Subarbusto ca. 60 cm alt. Flores de coloração alaranjada. Odor agradável nas folhas quando maceradas.; GEOGRAFIA: Campo de Altitude com predomínio de Eremanthus, a 100 m da SP-171;"	
"2019-09-30 11:26:17-03"	IF	SPSF	44011	"Myrcia lingua"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia	lingua		"(O. Berg) Mattos & D. Legrand"	O.T.Aguiar	2010	04	30		1474		"F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos"	2010	09	23			"América do Sul"	Brasil	SP	Angatuba	"Estação Ecológica"	-48.818333	-23.016667															"COLETA: Árvore com 8 m de altura; Flores alvas.; GEOGRAFIA: Vegetação de Cerrado.&nf;Altitude aproximada de 760 m.;"	
"2019-09-30 11:26:17-03"	IF	SPSF	45881	"Myrcia lingua"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia	lingua		"(O. Berg) Mattos & D. Legrand"	"O.T. Aguiar"	2010	04	30		1542		"F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos"	2010	09	23			"América do Sul"	Brasil	SP	Angatuba	"Estação Ecológica"	-48.821111	-23.006944															"COLETA: Árvore.&nf;Início de frutificação.; GEOGRAFIA: Vegetação de Cerrado denso.&nf;Altitude aproximada de 760 m.;"	
"2019-09-30 11:25:22-03"	IF	SPSF	01771	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata										"D.Bento Pickel"	1942	03	09			"América do Sul"	Brasil	SP	"São Paulo"	Penha	0	0	-46.6300010681152	-23.5400009155273	53584												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	04113	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata										"D.Bento Pickel"	1951	03	14			"América do Sul"	Brasil	SP	Santos	"morro Santa Terezinha"	0	0	-46.3300018310547	-23.9599990844727	26836												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	04699	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata								159		O.Vecchi						"América do Sul"	Brasil	SP	Araras	Loreto	0	0	-47.3800010681152	-22.3500003814697	22739												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	07140	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata								16		"A. Rodrigues"	1968	12	12			"América do Sul"	Brasil	SP	"São Paulo"	"Serra da Cantereira"	0	0	-46.6300010681152	-23.5400009155273	53584												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	07955	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata										"O.T. Aguiar & J.B.Baitello"	1981	12	15			"América do Sul"	Brasil	SP	"São Paulo"	"Serra da Cantereira"	0	0	-46.6300010681152	-23.5400009155273	53584												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	14400	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata								352		J.A.Pastore	1991	07	12			"América do Sul"	Brasil	SP	Itirapina	"E.E.Instituto Florestal"	0	0	-47.8199996948242	-22.25	22843												"COLETA: XLS: SPSFAntigo; GEOGRAFIA: cerrado do Valerio&nf;;"	
"2019-09-30 11:25:22-03"	IF	SPSF	14597	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata										C.A.F.Silva	1990	06	21			"América do Sul"	Brasil	SP	"São Bernardo do Campo"	"P.Municipal Chico Mendes"	0	0	-46.560001373291	-23.6900005340576	31119												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	15105	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata										G.Durigan	1992	05	20			"América do Sul"	Brasil	SP	Assis	"E.Ecol.Instituto Florestal"	0	0	-50.4099998474121	-22.6599998474121	23972												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	18575	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata								T.106		J.Y.Tamashiro	1994	05	25			"América do Sul"	Brasil	SP	Agudos	"cerrado da Brahma"	0	0	-48.9799995422363	-22.4599990844727	52219												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	24806	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata								81		E.R.Batista	1999	01	08			"América do Sul"	Brasil	SP	Cananéia	"Parque Estadual da Ilha do Cardoso"	0	0	-47.9199981689453	-25.0100002288818	37574												"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;"	
"2019-09-30 11:25:22-03"	IF	SPSF	31027	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata										S.Gandolfi	1991	02	22			"América do Sul"	Brasil	SP	"Sao Pedro"		0	0	-47.9099998474121	-22.5400009155273	19379												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	32228	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata								1585		"J.B.Baitello & F.S.Peres"	2003	06	27			"América do Sul"	Brasil	SP	"Franco da Rocha"	P.E.Juqueri	0	0	-46.7200012207031	-23.3199996948242	12135												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	32328	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata								284		F.A.R.D.P.Arzolla	2003	08	02			"América do Sul"	Brasil	SP	Jundiaí	"Serra do Japi"	0	0	-46.8800010681152	-23.1800003051758	17840												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	32781	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata								125		F.T.Rocha	2003	11	19			"América do Sul"	Brasil	SP	Mairiporã	"Serra da Cantareira"	0	0	-46.5800018310547	-23.3099994659424	15840												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:25:22-03"	IF	SPSF	38151	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata		"(Klotzsch) Baill."	"G.A.D.C. Franco"	2007	02	20		81		"N. Guerin & G.A.D.C. Franco & G.Durigan & N.M.Ivanaukas & K.Z.Gimenes & C.S.Carvalho & E.Furlan & J.J.Marques & B.C.Oliveira"	2007	02	13			"América do Sul"	Brasil	SP	Itaberá	"Estação Ecológica"	-48.368611	-23.409167															"COLETA: Árvore 9m, flores amarelas e botões verdes.;"	
"2019-09-30 11:25:22-03"	IF	SPSF	42548	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata		"(Klotzsch) Baill."	N.O.Costa	2009	09	16		970		"R.Cielo-Filho & C.R.Lima"	2009	08	26			"América do Sul"	Brasil	SP	Itapeva	"Estação Experimental"	-49.067778	-24.051944					700	700									"COLETA: Árvore 4,5m, frutos imaturos verdes.; GEOGRAFIA: Trilha do Poço da Peroba - Lajeado Afloramento;"	
"2019-09-30 11:25:22-03"	IF	SPSF	47164	"Pera obovata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Peraceae	Pera	obovata		"((Baill.)) (Klotzsch)"	G.A.D.C.Franco	2003	03	30				J.R.Guillaumon	2003	03	30			"América do Sul"	Brasil	SP	Valinhos	"Estação Ecológica"	0	0	-46.9900016784668	-22.9699993133545	12075												"COLETA: Borda da mata. Árvore de 8 a 10m de altura. Flores amarelas.; GEOGRAFIA: Na beira da estrada dos fundos, em 30-03-2003.;"	
"2019-09-30 11:23:10-03"	IF	SPSF	09060	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora		"(Mart) Radlk."	"G.A.D.C. Franco"	2007	04	26		286		E.E.Macedo	1997	11	16			"América do Sul"	Brasil	SP	Pedregulho	"P.E.Furnas do Bom Jesus"	-47.433333	-20.216667															"COLETA: XLS: SPSFAntigo&nf;Cerrado.&nf;Árvore 6m altura, frutos.; GEOGRAFIA: Cerrado.;"	
"2019-09-30 11:23:10-03"	IF	SPSF	10092	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora								182		J.B.Baitello	1986	05	28			"América do Sul"	Brasil	SP	Galia	E.Ecol.Caetetus	0	0	-49.5499992370605	-22.2900009155273	23314												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:23:10-03"	IF	SPSF	13009	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora								19684		A.A.I.F.Castro	1985	08	01			"América do Sul"	Brasil	SP	"Santa Rita do Passa Quatro"	"Parque Estadual da Vassununga"	-47.6	-21.633333					690	710									"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:23:10-03"	IF	SPSF	13023	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora								19683		A.A.I.F.Castro	1985	09	01			"América do Sul"	Brasil	SP	"Santa Rita do Passa Quatro"	"Parque Estadual da Vassununga"	-47.6	-21.633333					690	710									"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:23:10-03"	IF	SPSF	22101	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora		"(Mart) Radlk."	J.A.Pastore	2012	05	25		1633		"W.Marcondes Ferreira & J.Semir & D.J.N.Hind & R.Belinello & J.Nakajima"	1997	11	06			"América do Sul"	Brasil	SP	Estreito	"campo rupestre"	0	0															"COLETA: XLS: SPSFAntigo&nf;Na mata&nf;Árvore 5m altura; frutos verdes a atropurpúreos.; GEOGRAFIA: mata ciliar em curso de água;"	
"2019-09-30 11:23:10-03"	IF	SPSF	26179	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora								842		"S.A.P.Godoy & V.L.Weiser"	1997	06	16			"América do Sul"	Brasil	SP	"Santa Rita do Passa Quatro"	"Cerrado Pé-de-Gigante"	0	0	-47.4700012207031	-21.7099990844727	24893												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:23:10-03"	IF	SPSF	26218	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora								1207		S.A.P.Godoy	1997	11	24			"América do Sul"	Brasil	SP	"Santa Rita do Passa Quatro"	"Cerrado Pé-de-Gigante"	0	0	-47.4700012207031	-21.7099990844727	24893												"COLETA: XLS: SPSFAntigo; GEOGRAFIA: gleba Pé de Gigante&nf;;"	
"2019-09-30 11:23:10-03"	IF	SPSF	30390	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora										"G.Durigan & W.Contieri"	2002	09	16			"América do Sul"	Brasil	SP	Itapeva	"Estação Experimental"	0	0	-48.8699989318848	-23.9799995422363	42926												"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Instituto Florestal, cerradao&nf;;"	
"2019-09-30 11:23:10-03"	IF	SPSF	37185	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora			N.M.Ivanauskas	2006	08	16		53		"N. Guerin & N.M.Ivanauskas & G.A.D.C. Franco & G.Durigan & S.C.P.M.Souza & M.Salvan"	2006	08	16			"América do Sul"	Brasil	SP	Pedregulho	"P.E.F.B.J. Núcleo Capão Redondo"	0	0	-47.4700012207031	-20.25	27552		947	947									"COLETA: XLS: SPSFNovo; árvore, 6m, frutos imaturos verdes e botões florais; GEOGRAFIA: na estrada&nf;UTM: X=245030 Y=7763474 ZONA=23K;"	
"2019-09-30 11:23:10-03"	IF	SPSF	39195	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora		"(Mart) Radlk."	"G. A. D. C. Franco"	2007	02	20		20		"R.L.R.Santos & G.Durigan & G. A. D. C. Franco & N.M.Ivanauskas & M.T.Z.Togniato & E.Furlan & R.T. Polisel"	2007	01	17			"América do Sul"	Brasil	SP	Angatuba	"Estação Ecológica"	-48.747222	-23.523056					633	633									"COLETA: Arvore 5m, frutos imaturos verdes, látex branco; GEOGRAFIA: Gleba Pé de Gigante - Ponto 08;"	
"2019-09-30 11:23:10-03"	IF	SPSF	43051	"Pouteria ramiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	ramiflora		"(Mart) Radlk."	G.Durigan	2008	09	24		256		"N.Guerin & G.Durigan & E.Furlan"	2008	09	24			"América do Sul"	Brasil	SP	"Águas de Santa Bárbara"	"Estação Ecológica Águas de Sta.Bárbara"	-49.236111	-22.838056															"COLETA: Ecotono com Pinus&nf;Árvore 10m; flores brancas.;"	
"2019-09-30 11:23:10-03"	IF	SPSF	53192	"Pouteria torta"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria	torta		"(Mart.) (Radlk.)"	N.M.Ivanauskas	2018	08	05		6817		"N.M.Ivanauskas & D.F.Bertani"	2018	05	08			"América do Sul"	Brasil	SP	"São Simão"	"Estação Experimental São Simão"	-47.624444	-21.398333					597	597									"COLETA: Árvore com 5m de altura. Flores. (Planta 03).; GEOGRAFIA: Cerrado denso.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	00803	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata										"D.Bento Pickel"	1944	02	18			"América do Sul"	Brasil	SP	Itaporanga		0	0	-49.4900016784668	-23.7000007629395	24006												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:26:28-03"	IF	SPSF	02731	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata										"D.Bento Pickel"	1946	09	26			"América do Sul"	Brasil	SP	Pirassununga	"Fazenda Santa Teresa da Bela Cruz"	0	0	-47.4199981689453	-21.9899997711182	24621												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:26:28-03"	IF	SPSF	02840	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata										"D.Bento Pickel"	1946	11	04			"América do Sul"	Brasil	SP	Campinas	"Fazenda Estiva"	0	0	-47.060001373291	-22.8999996185303	23900												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:26:28-03"	IF	SPSF	03393	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata										"D.Bento Pickel"	1949	06	02			"América do Sul"	Brasil	SP	Pirassununga	"Fazenda Santa Teresa da Bela Cruz"	0	0	-47.4199981689453	-21.9899997711182	24621												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:26:28-03"	IF	SPSF	20829	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata								314		J.E.A.Bertoni	1995	01	28			"América do Sul"	Brasil	SP	"Porto Ferreira"	"P.E.Instituto Florestal"	0	0	-47.4700012207031	-21.8500003814697	13859												"COLETA: XLS: SPSFAntigo; GEOGRAFIA: cerrado&nf;;"	
"2019-09-30 11:26:28-03"	IF	SPSF	38155	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	"G.A.D.C. Franco"	2007	02	10		86		"N. Guerin & G.Durigan & N.M.Ivanauskas & K.Z.Gimenes & C.S.Carvalho & E.Furlan & J.J.Marques & B.C.Oliveira"	2007	02	13			"América do Sul"	Brasil	SP	Itaberá	"Estação Ecológica"	-48.377222	-23.401111					695	695									"COLETA: Arvoreta 4m, frutos secos.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	39611	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	J.B.Baitello	2008	03	03		661		"R.Cielo-Filho & O.T. Aguiar & J.B.Baitello"	2008	02	26			"América do Sul"	Brasil	SP	Itapeva	"Estação Ecológica"	-49.068056	-24.079444					750	750									"COLETA: Árvore 6m, fruto marrom, casca grossa.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	39623	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	J.B.Baitello	2008	03	03		12		"A.P.Ribeiro & O.T. Aguiar & J.B.Baitello"	2008	02	28			"América do Sul"	Brasil	SP	Itapeva	"Estação Ecológica"	-49.071389	-24.078889					750	750									"COLETA: Árvore 6 m, fruto imaturo marrom.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	39624	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata			J.B.Baitello	2008	03	03		13		"A.P.Ribeiro & O.T. Aguiar & J.B.Baitello"	2008	02	28			"América do Sul"	Brasil	SP	Itapeva	"Estação Ecológica"	-49.071389	-24.078889					750	750									"COLETA: Árvore 8 m, fruto imaturo marrom.; GEOGRAFIA: Trilha 01.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	39771	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	R.Cielo-Filho					2066		"J.B.Baitello & R.Cielo-Filho & A.P.Ribeiro"	2008	03	26			"América do Sul"	Brasil	SP	Itapeva	"Estação Ecológica"	-49.067778	-24.079722															"COLETA: Arvoreta 3 m, fruto marrom.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	39807	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	R.S.Almeida	2008	04	28		40		"A.P.Ribeiro & J.B.Baitello & O.T. Aguiar"	2008	04	24			"América do Sul"	Brasil	SP	Itapeva	"Estação Ecológica"	-49.081667	-24.073056					750	750									"COLETA: Arvoreta 3 m, fruto passado.; GEOGRAFIA: Aceiro de Rodovia.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	41107	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	R.S.Almeida	2008	12	30		2203		"J.B.Baitello & C.R.Lima & R.Cielo-Filho"	2008	10	29			"América do Sul"	Brasil	SP	Itapeva	"Estação Ecológica"	-49.067778	-24.077778					750	750									"COLETA: Arvoreta 5m; GEOGRAFIA: Início da trilha 2.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	41741	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	N.S.Pinto	2009	08	03		895		"R.Cielo-Filho & J.B.Baitello & C.R.Lima"	2009	06	23			"América do Sul"	Brasil	SP	Itapeva	"Estação Experimental"	-49.070278	-24.062222															"COLETA: Árvore 2,5m. Frutos antigos.; GEOGRAFIA: Trilha do Canyon - Afloramento.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	42188	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	"G.A.D.C. Franco"	2009	08	25		221		"C.R.Lima & R.Cielo-Filho & O.T. Aguiar"	2009	07	29			"América do Sul"	Brasil	SP	Itapeva	"Estação Experimental"	-49.069444	-24.061944					700	700									"COLETA: Arbusto, com aproximadamente 1,5m de altura, com frutos abertos, botões florais.; GEOGRAFIA: Trilha do Canyon - Lajeado.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	42706	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	N.O.Costa	2009	11	18		1026		R.Cielo-Filho	2009	10	29			"América do Sul"	Brasil	SP	Itapeva	"Estação Experimental"	-49.071111	-24.051667															"COLETA: Árvore 2,5m, flor lilás; GEOGRAFIA: Trilha do Poço da Peroba - Lajeado;"	
"2019-09-30 11:26:28-03"	IF	SPSF	42846	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	N.O.Costa	2010	03	11		1312		"O.T. Aguiar & R.Cielo-Filho & N.O.Costa"	2010	02	23			"América do Sul"	Brasil	SP	Itapeva	"Estação Experimental"	-49.071111	-24.052222															"COLETA: Arbusto 2m. Fruto imaturo marrom.; GEOGRAFIA: Trilha do Poço da Peroba - Lajeado;"	
"2019-09-30 11:26:28-03"	IF	SPSF	43843	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	"G.A.D.C. Franco"	2010	07	12		2419		"J.B.Baitello & N.O.Costa & R.Cielo-Filho"	2010	06	29			"América do Sul"	Brasil	SP	Itapeva	"Estação Experimental"	-49.07	-24.062222															"COLETA: Arbusto, flores com pétalas estandarte brancas e vináceas.; GEOGRAFIA: Trilha do Canyon- Lajeado.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	43939	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	"J.A. Pastore"	2010	04	30		1438		"F.A.R.D.P.Arzolla & F.E.S.P.Vilela & A.Z.Antunes & D.A.da Silva"	2010	03	02			"América do Sul"	Brasil	SP	Angatuba	"Estação Ecológica"	-48.816944	-23.001667															"COLETA: Árvore com frutos.; GEOGRAFIA: Vegetação de Cerrado.&nf;Altitude aproximada de 785 m.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	44676	"Qualea cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata		"(Mart.) Spreng."	J.B.Baitello					334		"C.R.Lima & J.B.Baitello & R.Cielo-Filho"	2010	10	27			"América do Sul"	Brasil	SP	Itapeva	"Estação Experimental"	-49.075	-24.057222															"COLETA: Arvoreta 1,5m, flores brancas; GEOGRAFIA: Lageado;"	
"2019-09-30 11:26:28-03"	IF	SPSF	09588	"Qualea cordata var. cordata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	cordata	"var. cordata"							142		J.A.Pastore	1986	01	07			"América do Sul"	Brasil	SP	"Mogi Guaçu"	"E.E.Instituto Florestal"	0	0	-46.9421997070312	-22.372200012207	39309												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:26:28-03"	IF	SPSF	01132	"Qualea grandiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	grandiflora										"D.Bento Pickel"	1944	01	20			"América do Sul"	Brasil	SP	"Santa Olivia"	"fazenda Santa Albertina"	0	0															"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:26:28-03"	IF	SPSF	02961	"Qualea grandiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	grandiflora			"D.Bento Pickel"	1949	05	30				"D.Bento Pickel"	1947	03	28			"América do Sul"	Brasil	SP	Pirassununga	"Fazenda Santa Teresa da Bela Cruz"	0	0	-47.4199981689453	-21.9899997711182	24621												"COLETA: XLS: SPSFAntigo&nf;Nome popular: \"pau-terra\"&nf;Cerrado.;"	
"2019-09-30 11:26:28-03"	IF	SPSF	03756	"Qualea grandiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	grandiflora										"D.Bento Pickel"	1950	12	13			"América do Sul"	Brasil	SP	Pirassununga	"Fazenda Santa Teresa da Bela Cruz"	0	0	-47.4199981689453	-21.9899997711182	24621												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:26:28-03"	IF	SPSF	04311	"Qualea grandiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	grandiflora										"D.Bento Pickel"	1952	03	12			"América do Sul"	Brasil	SP	Pirassununga	"Fazenda Santa Teresa da Bela Cruz"	0	0	-47.4199981689453	-21.9899997711182	24621												"COLETA: XLS: SPSFAntigo;"	
"2019-09-30 11:26:28-03"	IF	SPSF	10844	"Qualea grandiflora"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea	grandiflora			"G.A.D.C. Franco"	1999	03	31				E.E.Macedo	1995	05	09			"América do Sul"	Brasil	SP	Pedregulho	"Parque Estadual das Furnas do Bom Jesus"	0	0	-47.4700012207031	-20.25	27552												"COLETA: XLS: SPSFAntigo&nf;Cerrado&nf;Arvore 2-3m altura; frutos&nf;Nome popular: \"pau-terra\"; GEOGRAFIA: Núcleo Neca Pedro;"	
