datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2016-10-10 10:26:35-03"	MOBOT	MOBOT_BR	2970167	"Pera glabrata"	S	Plantae				Peraceae	Pera	glabrata		"(Schott) Poepp. ex Baill."	"R.L. Liesner"	1996				"Tsugaru B-2317"		"Shunsuke Tsugaru|Yasuharu Fujimoto|T. Tariki"	1987	12	08			"South America"	Brazil	"São Paulo"		"Vicinity of Registro, 200km SW from São Paulo, along the Rt. BR-116. By road."	0	0																
"2016-10-10 10:26:36-03"	MOBOT	MOBOT_BR	3286085	"Pera glabrata"	S	Plantae				Peraceae	Pera	glabrata		"(Schott) Poepp. ex Baill."	"I. Cordeiro"					"Ferreira 46"		"V.F. Ferreira"	1994	09	06			"South America"	Brazil	"São Paulo"		"Municipio de Cananeia. Estrada Cananeia - Pariquera-acu (via ponte), ca 19 km de Cananeia. Extensa area de transicao mata de restinga - mata atlantica."	-47.84166	-24.90083																
"2016-10-10 10:26:36-03"	MOBOT	MOBOT_BR	3286086	"Pera glabrata"	S	Plantae				Peraceae	Pera	glabrata		"(Schott) Poepp. ex Baill."	"G.A.D.C. Franco"	1995				"Aguiar 573"		"O.T. Aguiar"	1995	05	08			"South America"	Brazil	"São Paulo"		"Capital, P.E. da Cantareira, Nucleo Engordador, trilha do Macuco."	0	0																
"2016-10-10 10:26:36-03"	MOBOT	MOBOT_BR	3286088	"Pera glabrata"	S	Plantae				Peraceae	Pera	glabrata		"(Schott) Poepp. ex Baill."	"I. Cordeiro"	2001				"Tamashiro 1141"		"J.Y. Tamashiro"	1995	06	13			"South America"	Brazil	"São Paulo"		"Sao Paulo, laras estrada laras - Cerqueira Cesar."	-49.09333	-23.02166																
"2016-10-10 10:26:36-03"	MOBOT	MOBOT_BR	3286101	"Pera glabrata"	S	Plantae				Peraceae	Pera	glabrata		"(Schott) Poepp. ex Baill."	"I. Cordeiro"	2001				"Bernacci 1264"		"L.C. Bernacci"	1995	03	15			"South America"	Brazil	"São Paulo"		"Monte Alegre do Sul, E.E. do IAC, Região montanhosa, Mata."	0	0																
"2016-10-10 10:26:36-03"	MOBOT	MOBOT_BR	3286106	"Pera glabrata"	S	Plantae				Peraceae	Pera	glabrata		"(Schott) Poepp. ex Baill."	"M. Sanchez"					"Leitão 34779"		"H.F. Leitao Filho|R.R. Rodrigues|D.A. Aantin|A.G. Nave|M. Sánchez|V. F. Mansano|C.E. S. Seoane"	1996	02	02			"South America"	Brazil	"São Paulo"		"Ubatuba, Picinguaba-proximo a guarita."	0	0																
"2016-10-10 10:26:36-03"	MOBOT	MOBOT_BR	3286111	"Pera glabrata"	S	Plantae				Peraceae	Pera	glabrata		"(Schott) Poepp. ex Baill."	"I. Cordeiro"	2001				"MIYAGI 453"		MIYAGI	1995	02	15			"South America"	Brazil	"São Paulo"		"Municipio de Sete Barras. Estrada para Reserva Florestal Carlos Botelho. A 19 km de Sete Barras. Mata mesofila."	0	0																
"2017-09-11 17:09:35-03"	UnB	HBVIRTFLBRAS		"Erythroxylum tortuosum"	O	Plantae				Erythroxylaceae	Erythroxylum	tortuosum		Mart.						s.n.		"Riedel, L"						"Southern America"	Brazil	"São Paulo"		"in prov. S. Paulo prope S. Carlos"	0	0															"Floret mens. Septembri - Januario"	
"2017-09-11 17:12:29-03"	UnB	HBVIRTFLBRAS		"Pera glabrata"	O	Plantae				Peraceae	Pera	glabrata		"(Schott) Poepp. ex Baill."						669		"Lindberg, GA"						"Southern America"	Brazil	"São Paulo"		"in prov. S. Paulo prope oppidum Santos"	0	0																
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR	V0271888F	"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								2100		"I. S. Gottsberger"	1972	10	19			"South America"	Brazil	"São Paulo"		"Botucatu, 18 km N of Botucatu (14 km E of Sao Manuel). Along the S. Manuel-Piracicaba highway. Near ex-RR station '13 de Maio'"	-48	-22.75					550	550										
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR	V0271920F	"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								1054		"A. Amaral, Jr. & C. J. Campos"	1972	09	02			"South America"	Brazil	"São Paulo"		"Botucatu, entre Botucatu e o aeroporto municipal"	0	0																
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR	V0271924F	"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								373		"F. de Barros"	1980	09	22			"South America"	Brazil	"São Paulo"		"Mogi Guacu, Reserva Biológica da Fazenda Campininha"	0	0																
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR	V0271933F	"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								146642		"H. Makino"	1977	09	16			"South America"	Brazil	"São Paulo"		"Altinopolis, ca. de 8 Km ao sul do centro de Altinopolis"	0	0																
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR	V0271934F	"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								43319		"F. R. Fosberg"	1962	10	27			"South America"	Brazil	"São Paulo"		"Piracicaba, Emas near Cachoeira"	0	0																
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR	V0271939F	"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								1860		"W. Hoehne"	1945	09	28			"South America"	Brazil	"São Paulo"		Caieiras	0	0																
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR	V0354550F	"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum			"RRC ID Flag"					4955	4955	"J. A. Ratter"	1983	11	22			"South America"	Brazil	"São Paulo"		"Floresta de Angatuba. Institute Florestal de SP"	-48	-23.45																
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum			"A. Amaral, Jr."					28972		"I. S. Gottsberger"						"South America"	Brazil	"São Paulo"		"Botucatu, 18 km N of Botucatu (14 km E of Sao Manuel). Along Sao Manuel - Piracicaba Hwy. Near ex-RR station '13 de Maio'"	-48	-22.75					550	550										
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								1541		"G. Eiten & S. Machado de Campos"						"South America"	Brazil	"São Paulo"		"Moji-Guacu, Campos das Sete Lagoas, Fazenda Campininha, just N of Rio Moji-Guacu, ca 3 km NW of city of Moji-Mirim"	0	0					575	575										
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								s.n.		"A. B. Joly"						"South America"	Brazil	"São Paulo"		"Casa Branca, Cerrado de Cocais"	0	0																
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum			"A. Amaral, Jr."					30971		"I. S. Gottsberger"						"South America"	Brazil	"São Paulo"		"Botucatu, 18 km N of Botucatu (14 km E of Sao Manuel). Along Sao Manuel - Piracicaba Hwy. Near ex-RR station '13 de Maio'"	-48	-22.75					550	550										
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								5061		"G. Eiten & L. T. Eiten"						"South America"	Brazil	"São Paulo"		"Moji-Guacu, Campos das Sete Lagoas. Fazenda Campininha, just N of Rio Moji-Guacu, ca 4.5 km NNW of Padua Sales"	0	0					575	575										
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								393		"I. S. Gottsberger"						"South America"	Brazil	"São Paulo"		"Botucatu, 18 km N of Botucatu (14 km E of Sao Manuel). Along the S. Manuel-Piracicaba highway. Near ex-RR station '13 de Maio'"	-48	-22.75					550	550										
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								352		"I. S. Gottsberger"						"South America"	Brazil	"São Paulo"		"Botucatu, 18 km N of Botucatu (14 km E of Sao Manuel). Along the S. Manuel-Piracicaba highway. Near ex-RR station '13 de Maio'"	-48	-22.75					550	550										
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum			"M. I. Bezerra Loiola"					141174		"I. S. Gottsberger"						"South America"	Brazil	"São Paulo"		"Botucatu, 18 km N, 14 km E of Sao Manuel. Along Sao Manuel - Piracicaba hwy. Near ex-RR station '13 de Maio'"	-48	-22.75					550	550										
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum			"A. Amaral, Jr."					29672		"I. S. Gottsberger"						"South America"	Brazil	"São Paulo"		"Botucatu, 18 km N, 14 km E of Sao Manuel. Along Sao Manuel - Piracicaba hwy. Near ex-RR station '13 de Maio'"	-48	-22.75					550	550										
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								596		"D. M. Dedecca"						"South America"	Brazil	"São Paulo"		"Estacao de Padua Sales: Fazenda Campininha"	0	0																
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum								93		"G. M. Felipe"						"South America"	Brazil	"São Paulo"		"Ibaté, km 256 da rodovia Washington Luiz"	0	0																
"2018-12-03 11:54:32-02"	F	F_BOTANY_BR		"Erythroxylum tortuosum"	S	Plantae	Spermatophyta	Dicotyledoneae		Erythroxylaceae	Erythroxylum	tortuosum			"A. Amaral, Jr."					191072		"I. S. Gottsberger"						"South America"	Brazil	"São Paulo"		"Botucatu, 18 km N of Botucatu (14 km E of Sao Manuel). Along Sao Manuel - Piracicaba Hwy. Near ex-RR station '13 de Maio'"	-48	-22.75					550	550										
"2018-12-03 11:55:00-02"	F	F_BOTANY_BR		"Pera glabrata"	S	Plantae	Spermatophyta	Dicotyledoneae		Euphorbiaceae	Pera	glabrata			"RRC ID Flag"					826	826	"M. Groppo"	2001	08	25			"South America"	Brazil	"São Paulo"			-49	-22																
"2019-07-11 10:12:09-03"	ESALQ	ESA	91384	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata			"Souza, V.C."	2005	02	27		30595		"Souza, V.C.; Paula-Souza, J.; Souza, D.P.C."	2005	02	26				Brasil	"São Paulo"	Cananéia	"Estrada para Pariqüera-açu, ca. 6 km de Cananéia. Floresta de Restinga."	-47.9025	-24.9514															"Árvore, ca. 12 m alt.; brácteas creme-amareladas."	ESA091384
"2019-07-11 08:56:30-03"	ESALQ	ESA	96173	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		(Schott)Baill.	"Souza, V.C."					47		"Fonseca, R.L. ; Morbiolo, S.R."	2004	04	08				Brasil	"São Paulo"	Campinas		0	0	-47.060001373291	-22.8999996185303	23900													ESA096173
"2019-07-11 08:56:30-03"	ESALQ	ESA	62544	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Oliveira, A."					80		"Sampaio, D. et al."	1999	01	06				Brasil	"São Paulo"	Iguape		0	0	-47.5499992370605	-24.7000007629395	55628													ESA062544
"2019-07-11 08:56:30-03"	ESALQ	ESA	21483	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Bigio, N.C."	2017	11			1661		"Barreto, K.D. et al."	1993	11	25				Brasil	"São Paulo"	Ubatuba		0	0	-45.0699996948242	-23.4300003051758	34265													ESA021483
"2019-07-11 08:56:30-03"	ESALQ	ESA	3495	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Scott.) Baill."	"Bigio, N."	2017	11	01		613		"Catharino, E.L.M."	1986	01	15				Brasil	"São Paulo"	Ipeúna		0	0	-47.7099990844727	-22.4300003051758	12906													ESA003495
"2019-07-11 08:56:30-03"	ESALQ	ESA	62738	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Hayashi, A.H."					828		"Kozera, C. et al."	1999	01	10				Brasil	"São Paulo"	Iguape		0	0	-47.5499992370605	-24.7000007629395	55628													ESA062738
"2019-07-11 08:56:30-03"	ESALQ	ESA	11103	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Souza, V.C."					26		"Gandolfi, S."	1991	07	27				Brasil	"São Paulo"	"São Pedro"		0	0	-47.9099998474121	-22.5400009155273	19379													ESA011103
"2019-07-11 08:56:30-03"	ESALQ	ESA	108074	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata								187		L.B.Bosquetti	2005	03	31				Brasil	"São Paulo"	Cananéia		0	0	-47.9199981689453	-25.0100002288818	37574													ESA108074
"2019-07-11 08:56:30-03"	ESALQ	ESA	103148	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Scott.) Baill."	"Bigio, N."	2017	11	01		26430		"Medeiros, D.A."	2004	02	12				Brasil	"São Paulo"	Assis		0	0	-50.4099998474121	-22.6599998474121	23972													ESA103148
"2019-07-11 08:56:30-03"	ESALQ	ESA	122984	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata								2356		"Zipparro, V.B."	2008	02	20				Brasil	"São Paulo"	Ubatuba	"Parque Estadual da Ilha Anchieta (PEIA)."	0	0	-45.0699996948242	-23.4300003051758	34265													ESA122984
"2019-07-11 10:12:09-03"	ESALQ	ESA	86706	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Poepp. Ex Baill."	"Oliveira, A.C.P."							"Oliveira, A.C.P."	2002	09	19				Brasil	"São Paulo"	Mongaguá		0	0	-46.6199989318848	-24.0799999237061	12311													ESA086706
"2019-07-11 08:56:30-03"	ESALQ	ESA	11852	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Cordeiro, I."	1994	05	13		4160		"Souza, V.C. et al."	1993	09	07				Brasil	"São Paulo"	Itararé		0	0	-49.3400001525879	-24.1100006103516	27729													ESA011852
"2019-07-11 08:56:30-03"	ESALQ	ESA	39384	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Souza, V.C."							"Gandolfi, S. ; Antoniolli, F.C."	1994	08	31				Brasil	"São Paulo"	Campinas		0	0	-47.060001373291	-22.8999996185303	23900													ESA039384
"2019-07-11 10:12:09-03"	ESALQ	ESA	27941	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Souza, V.C."					11454		"Souza, V.C. ; Souza, J.P."	1996	06	09				Brasil	"São Paulo"	"São Manuel"	"Fazenda Nossa Senhora da Conceição. Rodovia SP-191, ca. 1 Km da Rodovia Marechal Rondon. Cerradão."	0	0	-48.5699996948242	-22.7299995422363	24793												"Árvore, até 10 m alt.; frutos imaturos verdes."	ESA027941
"2019-07-11 08:56:30-03"	ESALQ	ESA	22080	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Souza, V.C."					453		"Miyagi, P.H. et al."	1995	02	15				Brasil	"São Paulo"	"Sete Barras"		0	0	-47.9199981689453	-24.3799991607666	34059													ESA022080
"2019-07-11 08:56:30-03"	ESALQ	ESA	31413	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Souza, V.C."					10550		"Souza, V.C. et al."	1996	01	26				Brasil	"São Paulo"	Buri		0	0	-48.5900001525879	-23.7900009155273	28249													ESA031413
"2019-07-11 08:56:30-03"	ESALQ	ESA	28348	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Souza, V.C."					"SPSF 123"		"Koscinski, M."	1936	04					Brasil	"São Paulo"			0	0																ESA028348
"2019-07-11 08:56:30-03"	ESALQ	ESA	8905	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Cordeiro, I."					508/982		"Scaramuzza, C.A.M. ; Souza, V.C."	1989	09	24				Brasil	"São Paulo"	Itararé		0	0	-49.3400001525879	-24.1100006103516	27729													ESA008905
"2019-07-11 08:56:30-03"	ESALQ	ESA	122936	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata								2345		"Zipparro, V.B."	2008	02	19				Brasil	"São Paulo"	Ubatuba	"Parque Estadual da Ilha Anchieta (PEIA)."	0	0	-45.0699996948242	-23.4300003051758	34265													ESA122936
"2019-07-11 08:56:30-03"	ESALQ	ESA	70787	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."						27		"Zacarias, M.S."	1998	04	21				Brasil	"São Paulo"	Cananéia		0	0	-47.9199981689453	-25.0100002288818	37574													ESA070787
"2019-07-11 08:56:30-03"	ESALQ	ESA	79423	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata								1490		"Farah, F.T."	2000	01	01				Brasil	"São Paulo"	Orlândia	"Faz. Vale do Rosário"	0	0	-47.8800010681152	-20.7199993133545	16147													ESA079423
"2019-07-11 08:56:30-03"	ESALQ	ESA	89208	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Arzolla, F.A.R.D.P."	2004	03	17		488		"Arzolla, F.A.R.D.P."	2004	03	17				Brasil	"São Paulo"	"São Paulo"		0	0	-46.6300010681152	-23.5400009155273	53584													ESA089208
"2019-07-11 08:56:30-03"	ESALQ	ESA	5644	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Scott.) Baill."	"Bigio, N."	2017	11	01				"Gandolfi, S. et al."	1996	07	23				Brasil	"São Paulo"	Guarulhos		0	0	-46.5299987792969	-23.4599990844727	26398													ESA005644
"2019-07-11 08:56:30-03"	ESALQ	ESA	22368	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Souza, V.C."					46		"Ferreira, V.F.; Sanches, C.D.; Bastos, E.B.; Gorenstein, M.R.; Hoffmann, J.R."	1994	09	06				Brasil	"São Paulo"	Cananéia		0	0	-47.9199981689453	-25.0100002288818	37574													ESA022368
"2019-07-11 08:56:30-03"	ESALQ	ESA	22354	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Souza, V.C."					29		"Ferreira, V.F.; Sanches, C.D.; Bastos, E.B.; Gorenstein, M.R.; Hoffmann, J.R."	1994	09	06				Brasil	"São Paulo"	Cananéia		0	0	-47.9199981689453	-25.0100002288818	37574													ESA022354
"2019-07-11 08:56:30-03"	ESALQ	ESA	51587	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata			"Souza, V.C."							"Ibanhes, F.H."	2005	03	19				Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913													ESA051587
"2019-07-11 08:56:30-03"	ESALQ	ESA	11972	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."	"Cordeiro, I."					4280		"Souza, V.C. et al."	1993	09	09				Brasil	"São Paulo"	Itararé		0	0	-49.3400001525879	-24.1100006103516	27729													ESA011972
"2019-07-11 08:56:30-03"	ESALQ	ESA	31825	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata		"(Schott) Baill."						34689		"Leitão Filho, H.F. et al."	1996	02	07				Brasil	"São Paulo"	Ubatuba		0	0	-45.0699996948242	-23.4300003051758	34265													ESA031825
"2019-07-11 10:03:58-03"	ESALQ	ESA	132776	"Pera glabrata"	S	Plantae				Peraceae	Pera	glabrata		"(Schott) Poepp. ex Baill."	"Souza, V. C"	2013				772		"Colletta, G.D.; Coelho, R. L. G; Calliari, C. P; Barroso, R"	2013	02	10				Brasil	"São Paulo"	Itupeva	"Fragmento 6 (TAV)"	0	0	-47.0499992370605	-23.1499996185303	11330												"Árvore, 5m."	ESA132776
"2019-07-11 08:56:30-03"	ESALQ	ESA	100261	"Pera glabrata"	S	Plantae	Magnoliophyta			Peraceae	Pera	glabrata			"Cordeiro, I."	2000	02			407		"Sampaio, P.S.P."	2000	01	20				Brasil	"São Paulo"	Bertioga		0	0	-46.138599395752	-23.8544006347656	37616													ESA100261
