"","P","Sub","Number","Species","Ht","DBH","D30","Code","Max_DBH","Max_D30","CSA_BH","CSA_30","Density_expand","CSA_30_expand","CSA_BH_expand","DBH_eff","D30_eff","FG","Life.Form"
"4532",20,2,"3444","Qualea multiflora",6,"8.7","9","QUMU",8.7,9,59.446736775,63.6171975,1,63.6171975,59.446736775,4.34999816285571,4.4999980995059,"S","tree"
"4533",20,2,"3445","Ocotea corymbosa",9,"9.6","9.8","OCCO",9.6,9.8,72.3822336,75.4295759,1,75.4295759,72.3822336,4.7999979728063,4.89999793057309,"G","tree"
"4534",20,2,"3446","Myrcia fallax",4,"7.3","7.4","MYFA",7.3,7.4,41.853832775,43.0083671,1,43.0083671,41.853832775,3.64999845848812,3.69999843737152,"G","tree"
"4535",20,2,"3447","Daphnopsis racemosa",9,"12.9","14.1","DARA",12.9,14.1,130.697997975,156.144876975,1,156.144876975,130.697997975,6.44999727595846,7.04999702255925,"G","tree"
"4536",20,2,"3448","Daphnopsis racemosa",8,"7.2","8.5","DARA",7.2,8.5,40.7150064,56.744969375,1,56.744969375,40.7150064,3.59999847960472,4.24999820508891,"G","tree"
"4537",20,2,"3449","Platymenia reticulata",6,"7.8","8.2","PLRE",7.8,8.2,47.7835839,52.8101279,1,52.8101279,47.7835839,3.89999835290511,4.09999826843871,"G","tree"
"4538",20,2,"3450","Siparuna guianensis",6,"5.2","5.9","SIGU",5.2,5.9,21.2371484,27.339686975,1,27.339686975,21.2371484,2.59999890193674,2.94999875412054,"G","tree"
"4539",20,2,"3451","Ocotea corymbosa",10,"12","13","OCCO",12,13,113.09724,132.7321775,1,132.7321775,113.09724,5.99999746600787,6.49999725484186,"G","tree"
"4540",20,2,"3452","Copaifera langsdorffii",10,"13.5","16.4","COLA",13.5,16.4,143.138694375,211.2405116,1,211.2405116,143.138694375,6.74999714925885,8.19999653687742,"G","tree"
"4541",20,2,"3453","Myrcia fallax",9,"11.9","12","MYFA",11.9,12,111.220139975,113.09724,1,113.09724,111.220139975,5.94999748712447,5.99999746600787,"G","tree"
"4542",20,2,"3454","Pera obovata",9,"14.2","17.3","PEOB",14.2,17.3,158.3675519,235.061617775,1,235.061617775,158.3675519,7.09999700144265,8.64999634682801,"G","tree"
"4543",20,2,"3455","Ocotea corymbosa",8,"9.1","9.7","OCCO",9.1,9.7,65.038766975,73.898050775,1,73.898050775,65.038766975,4.5499980783893,4.84999795168969,"G","tree"
"4544",20,2,"3456","Platymenia reticulata",4,"6.5","7.6","PLRE",6.5,7.6,33.183044375,45.3645596,1,45.3645596,33.183044375,3.24999862742093,3.79999839513832,"G","tree"
"4545",20,2,"3457","Siparuna guianensis",8,"6.5","7.4","SIGU",6.5,7.4,33.183044375,43.0083671,1,43.0083671,33.183044375,3.24999862742093,3.69999843737152,"G","tree"
"4546",20,2,"3458","Siparuna guianensis",8,"5.9","6.7","SIGU",5.9,6.7,27.339686975,35.256493775,1,35.256493775,27.339686975,2.94999875412054,3.34999858518773,"G","tree"
"4547",20,2,"3459","Syagrus flexuosa",3,"5.9","6.5","SYFL",5.9,6.5,27.339686975,33.183044375,1,33.183044375,27.339686975,2.94999875412054,3.24999862742093,NA,NA
"4548",20,2,"3460","Syagrus flexuosa",2,"5.4","6.3","SYFL",5.4,6.3,22.9021911,31.172426775,1,31.172426775,22.9021911,2.69999885970354,3.14999866965413,NA,NA
"4549",20,2,"3461","Guatteria nigrescens",4,"2.9","3.1","GUNI",2.9,3.1,6.605192975,7.547669975,4,30.1906799,26.4207719,1.44999938761857,1.54999934538537,"F","tree"
"4550",20,2,"3462","Pera obovata",8,"3.9","4.5","PEOB",3.9,4.5,11.945895975,15.904299375,4,63.6171975,47.7835839,1.94999917645256,2.24999904975295,"G","tree"
"4551",20,2,"3463","Siparuna guianensis",4,"1.2","1.6","SIGU",1.2,1.6,1.1309724,2.0106176,4,8.0424704,4.5238896,0.599999746600787,0.799999662134383,"G","tree"
"4552",20,2,"3464","Amaioua intermedia",5,"3.9","4.5","AMIN",3.9,4.5,11.945895975,15.904299375,4,63.6171975,47.7835839,1.94999917645256,2.24999904975295,"G","tree"
"4553",20,2,"3465","Siparuna guianensis",5,"2.2","2.6","SIGU",2.2,2.6,3.8013239,5.3092871,4,21.2371484,15.2052956,1.09999953543478,1.29999945096837,"G","tree"
"4554",20,2,"3466","Siparuna guianensis",2.5,"1.2","1.6","SIGU",1.2,1.6,1.1309724,2.0106176,4,8.0424704,4.5238896,0.599999746600787,0.799999662134383,"G","tree"
"4555",20,2,"3467","Siparuna guianensis",2.5,"1.5","1.7","SIGU",1.5,1.7,1.767144375,2.269798775,4,9.0791951,7.0685775,0.749999683250984,0.849999641017781,"G","tree"
"4556",20,2,"3468","Siparuna guianensis",5,"1.5","2.3","SIGU",1.5,2.3,1.767144375,4.154752775,4,16.6190111,7.0685775,0.749999683250984,1.14999951431817,"G","tree"
"4557",20,2,"3469","Lacistema hasslerianum",6,"2.8","4.7","LAHA",2.8,4.7,6.1575164,17.349430775,4,69.3977231,24.6300656,1.39999940873517,2.34999900751975,"G","treelet"
"4558",20,2,"3470","Amaioua intermedia",5,"2.6","2.9","AMIN",2.6,2.9,5.3092871,6.605192975,4,26.4207719,21.2371484,1.29999945096837,1.44999938761857,"G","tree"
"4559",20,2,"3471","Tapirira guianensis",6,"2.7","2.9","TAGU",2.7,2.9,5.725547775,6.605192975,4,26.4207719,22.9021911,1.34999942985177,1.44999938761857,"G","tree"
"4560",20,2,"3472","Lacistema hasslerianum",2.8,"1.3","1.7","LAHA",1.3,1.7,1.327321775,2.269798775,4,9.0791951,5.3092871,0.649999725484186,0.849999641017781,"G","treelet"
"4561",20,2,"3473","Siparuna guianensis",6,"2.6","3","SIGU",2.6,3,5.3092871,7.0685775,4,28.27431,21.2371484,1.29999945096837,1.49999936650197,"G","tree"
"4562",20,3,"3475","Copaifera langsdorffii",10,"19.2","20","COLA",19.2,20,289.5289344,314.159,1,314.159,289.5289344,9.59999594561259,9.99999577667978,"G","tree"
"4563",20,3,"3476","Ocotea corymbosa",9,"8.3","9.5","OCCO",8.3,9.5,54.106033775,70.882124375,1,70.882124375,54.106033775,4.14999824732211,4.7499979939229,"G","tree"
"4564",20,3,"3477","Daphnopsis racemosa",9,"9.9","10.5","DARA",9.9,10.5,76.976808975,86.590074375,1,86.590074375,76.976808975,4.94999790945649,5.24999778275689,"G","tree"
"4565",20,3,"3478","Qualea multiflora",8,"14.7","17.3","QUMU",14.7,17.3,169.716545775,235.061617775,1,235.061617775,169.716545775,7.34999689585964,8.64999634682801,"S","tree"
"4566",20,3,"3479","Daphnopsis racemosa",6,"5.8","6.2","DARA",5.8,6.2,26.4207719,30.1906799,1,30.1906799,26.4207719,2.89999877523714,3.09999869077073,"G","tree"
"4567",20,3,"3480","Ocotea corymbosa",12,"16.2","17.2","OCCO",16.2,17.2,206.1197199,232.3519964,1,232.3519964,206.1197199,8.09999657911062,8.59999636794461,"G","tree"
"4568",20,3,"3481","Piptocarpha axillaris",13,"28.4","37.8","PIAX",28.4,37.8,633.4702076,1122.2073639,1,1122.2073639,633.4702076,14.1999940028853,18.8999920179248,"F","tree"
"4569",20,3,"3482","Siparuna guianensis",7,"7","7.4","SIGU",7,7.4,38.4844775,43.0083671,1,43.0083671,38.4844775,3.49999852183792,3.69999843737152,"G","tree"
"4570",20,3,"3483","Siparuna guianensis",7,"5.5","6.4","SIGU",5.5,6.4,23.758274375,32.1698816,1,32.1698816,23.758274375,2.74999883858694,3.19999864853753,"G","tree"
"4571",20,3,"3484","Siparuna guianensis",6,"5.4","6.5","SIGU",5.4,6.5,22.9021911,33.183044375,1,33.183044375,22.9021911,2.69999885970354,3.24999862742093,"G","tree"
"4572",20,3,"3485","Anadenanthera falcata",12,"29.5","29.8","ANFA",29.5,29.8,683.492174375,697.4643959,1,697.4643959,683.492174375,14.7499937706027,14.8999937072529,"G","tree"
"4573",20,3,"3486","Siparuna guianensis",7,"5.3","6.3","SIGU",5.3,6.3,22.061815775,31.172426775,1,31.172426775,22.061815775,2.64999888082014,3.14999866965413,"G","tree"
"4574",20,3,"3487","Siparuna guianensis",7,"5.2","5.8","SIGU",5.2,5.8,21.2371484,26.4207719,1,26.4207719,21.2371484,2.59999890193674,2.89999877523714,"G","tree"
"4575",20,3,"3488","Myrcia multiflora",5,"3.2","3.7","MYMU",3.2,3.7,8.0424704,10.752091775,4,43.0083671,32.1698816,1.59999932426877,1.84999921868576,"G","tree"
"4576",20,3,"3489","Siparuna guianensis",5,"2.4","2.8","SIGU",2.4,2.8,4.5238896,6.1575164,4,24.6300656,18.0955584,1.19999949320157,1.39999940873517,"G","tree"
"4577",20,3,"3490","Amaioua intermedia",6,"4","4.7","AMIN",4,4.7,12.56636,17.349430775,4,69.3977231,50.26544,1.99999915533596,2.34999900751975,"G","tree"
"4578",20,3,"3491","Siparuna guianensis",4,"1.2","1.5","SIGU",1.2,1.5,1.1309724,1.767144375,4,7.0685775,4.5238896,0.599999746600787,0.749999683250984,"G","tree"
"4579",20,3,"3492","Siparuna guianensis",5,"4.5","5.1","SIGU",4.5,5.1,15.904299375,20.428188975,1,20.428188975,15.904299375,2.24999904975295,2.54999892305334,"G","tree"
"4580",20,3,"3493","Aspidosperma tomentosum",1.7,"2.2","3.5","ASTO",2.2,3.5,3.8013239,9.621119375,4,38.4844775,15.2052956,1.09999953543478,1.74999926091896,"S","tree"
"4581",20,3,"3494","Siparuna guianensis",7,"4.9","5.6","SIGU",4.9,5.6,18.857393975,24.6300656,1,24.6300656,18.857393975,2.44999896528655,2.79999881747034,"G","tree"
"4582",20,3,"3495","Rapanea umbellata",2,"1.1","1.5","RAUM",1.1,1.5,0.950330975,1.767144375,4,7.0685775,3.8013239,0.549999767717388,0.749999683250984,"G","tree"
"4583",20,3,"3496","Lacistema hasslerianum",4,"1.3","1.6","LAHA",1.3,1.6,1.327321775,2.0106176,4,8.0424704,5.3092871,0.649999725484186,0.799999662134383,"G","treelet"
"4584",20,3,"3497","Siparuna guianensis",4,"3","3.3","SIGU",3,3.3,7.0685775,8.552978775,4,34.2119151,28.27431,1.49999936650197,1.64999930315216,"G","tree"
"4585",20,3,"3498","Alibertia edulis",4,"1.8","2.8","ALED",1.8,2.8,2.5446879,6.1575164,4,24.6300656,10.1787516,0.89999961990118,1.39999940873517,"F","treelet"
"4586",20,3,"3499","Siparuna guianensis",6,"3","3.8","SIGU",3,3.8,7.0685775,11.3411399,4,45.3645596,28.27431,1.49999936650197,1.89999919756916,"G","tree"
"4587",20,3,"3500","Pera obovata",6,"3.4","4.3","PEOB",3.4,4.3,9.0791951,14.521999775,4,58.0879991,36.3167804,1.69999928203556,2.14999909198615,"G","tree"
"4588",20,3,"3501","Siparuna guianensis",1.6,"1.3","1.5","SIGU",1.3,1.5,1.327321775,1.767144375,4,7.0685775,5.3092871,0.649999725484186,0.749999683250984,"G","tree"
"4589",20,3,"3502","Siparuna guianensis",3,"1.4","1.7","SIGU",1.4,1.7,1.5393791,2.269798775,4,9.0791951,6.1575164,0.699999704367585,0.849999641017781,"G","tree"
"4590",20,3,"3503","Siparuna guianensis",5,"3.2","3.7","SIGU",3.2,3.7,8.0424704,10.752091775,4,43.0083671,32.1698816,1.59999932426877,1.84999921868576,"G","tree"
"4591",20,3,"3504","Siparuna guianensis",2.5,"1.2","1.9","SIGU",1.2,1.9,1.1309724,2.835284975,4,11.3411399,4.5238896,0.599999746600787,0.949999598784579,"G","tree"
"4592",20,3,"3505","Siparuna guianensis",5,"2.5","3","SIGU",2.5,3,4.908734375,7.0685775,4,28.27431,19.6349375,1.24999947208497,1.49999936650197,"G","tree"
"4593",20,3,"3506","Siparuna guianensis",6,"3.2","3.9","SIGU",3.2,3.9,8.0424704,11.945895975,4,47.7835839,32.1698816,1.59999932426877,1.94999917645256,"G","tree"
"4594",20,3,"3507","Pera obovata",4,"2.9","3.5","PEOB",2.9,3.5,6.605192975,9.621119375,4,38.4844775,26.4207719,1.44999938761857,1.74999926091896,"G","tree"
"4595",20,4,"3508","Amaioua intermedia",7,"7.4+6.1","12.6","AMIN",7.4,12.6,72.233008075,124.6897071,1,124.6897071,72.233008075,4.79504750540243,6.29999733930826,"G","tree"
"4596",20,4,"3509","Siparuna guianensis",5,"5","6","SIGU",5,6,19.6349375,28.27431,1,28.27431,19.6349375,2.49999894416995,2.99999873300394,"G","tree"
"4597",20,4,"3510","Siparuna guianensis",7,"5.4","6.1","SIGU",5.4,6.1,22.9021911,29.224640975,1,29.224640975,22.9021911,2.69999885970354,3.04999871188733,"G","tree"
"4598",20,4,"3511","Siparuna guianensis",6,"7.3","7.8","SIGU",7.3,7.8,41.853832775,47.7835839,1,47.7835839,41.853832775,3.64999845848812,3.89999835290511,"G","tree"
"4599",20,4,"3512","Siparuna guianensis",6,"5.5","6","SIGU",5.5,6,23.758274375,28.27431,1,28.27431,23.758274375,2.74999883858694,2.99999873300394,"G","tree"
"4600",20,4,"3513","Ocotea corymbosa",9,"16.7","19","OCCO",16.7,19,219.039508775,283.5284975,1,283.5284975,219.039508775,8.34999647352762,9.49999598784579,"G","tree"
"4601",20,4,"3514","Ocotea corymbosa",10,"17.3+8.5","23.8","OCCO",17.3,23.8,291.80658715,444.8805599,1,444.8805599,291.80658715,9.63768237406675,11.8999949742489,"G","tree"
"4602",20,4,"3515","Siparuna guianensis",6,"7.1","10.5","SIGU",7.1,10.5,39.591887975,86.590074375,1,86.590074375,39.591887975,3.54999850072132,5.24999778275689,"G","tree"
"4603",20,4,"3516","Qualea multiflora",6,"14","14.3","QUMU",14,14.3,153.93791,160.605934775,1,160.605934775,153.93791,6.99999704367585,7.14999698032605,"S","tree"
"4604",20,4,"3517","Ocotea corymbosa",9,"16.7","17.7","OCCO",16.7,17.7,219.039508775,246.057182775,1,246.057182775,219.039508775,8.34999647352762,8.84999626236161,"G","tree"
"4605",20,4,"3518","Siparuna guianensis",7,"6","6.7","SIGU",6,6.7,28.27431,35.256493775,1,35.256493775,28.27431,2.99999873300394,3.34999858518773,"G","tree"
"4606",20,4,"3519","Qualea multiflora",4,"10.4","13.4","QUMU",10.4,13.4,84.9485936,141.0259751,1,141.0259751,84.9485936,5.19999780387349,6.69999717037545,"S","tree"
"4607",20,4,"3520","Daphnopsis fasciculata",8,"7.8","8.1","DAFA",7.8,8.1,47.7835839,51.529929975,1,51.529929975,47.7835839,3.89999835290511,4.04999828955531,"G","tree"
"4608",20,4,"3521","Vochysia tucanorum",9,"13.3","15.8","VOTU",13.3,15.8,138.928963775,196.0666319,1,196.0666319,138.928963775,6.64999719149206,7.89999666357703,"G","tree"
"4609",20,4,"3522","Pera obovata",6,"2.7","3","PEOB",2.7,3,5.725547775,7.0685775,4,28.27431,22.9021911,1.34999942985177,1.49999936650197,"G","tree"
"4610",20,4,"3523","Amaioua intermedia",4.5,"2","2.3","AMIN",2,2.3,3.14159,4.154752775,4,16.6190111,12.56636,0.999999577667978,1.14999951431817,"G","tree"
"4611",20,4,"3524","Pouteria ramiflora",4.5,"2.6","3.2","PORA",2.6,3.2,5.3092871,8.0424704,4,32.1698816,21.2371484,1.29999945096837,1.59999932426877,"G","tree"
"4612",20,4,"3525","Siparuna guianensis",5,"2.8","3.3","SIGU",2.8,3.3,6.1575164,8.552978775,4,34.2119151,24.6300656,1.39999940873517,1.64999930315216,"G","tree"
"4613",20,4,"3526","Siparuna guianensis",7,"4.5","5","SIGU",4.5,5,15.904299375,19.6349375,4,78.53975,63.6171975,2.24999904975295,2.49999894416995,"G","tree"
"4614",20,4,"3527","Lacistema hasslerianum",3,"2","2.4","LAHA",2,2.4,3.14159,4.5238896,4,18.0955584,12.56636,0.999999577667978,1.19999949320157,"G","treelet"
"4615",20,4,"3528","Siparuna guianensis",4,"3.7","4.1","SIGU",3.7,4.1,10.752091775,13.202531975,4,52.8101279,43.0083671,1.84999921868576,2.04999913421936,"G","tree"
"4616",20,4,"3529","Pouteria ramiflora",5,"3.5","4.2","PORA",3.5,4.2,9.621119375,13.8544119,4,55.4176476,38.4844775,1.74999926091896,2.09999911310275,"G","tree"
"4617",20,4,"3530","Siparuna guianensis",4,"1.7","2","SIGU",1.7,2,2.269798775,3.14159,4,12.56636,9.0791951,0.849999641017781,0.999999577667978,"G","tree"
"4618",20,4,"3531","Siparuna guianensis",5,"4.6","5.2","SIGU",4.6,5.2,16.6190111,21.2371484,1,21.2371484,16.6190111,2.29999902863635,2.59999890193674,"G","tree"
"4619",20,4,"3532","Myrcia multiflora",2.8,"1.4","1.6","MYMU",1.4,1.6,1.5393791,2.0106176,4,8.0424704,6.1575164,0.699999704367585,0.799999662134383,"G","tree"
"4620",20,4,"3599","Ocotea corymbosa",8,"6.7","6.6","OCCO",6.7,6.6,35.256493775,34.2119151,1,34.2119151,35.256493775,3.34999858518773,3.29999860630433,"G","tree"
"4621",20,5,"3533","Copaifera langsdorffii",6,"7.9","9","COLA",7.9,9,49.016657975,63.6171975,1,63.6171975,49.016657975,3.94999833178851,4.4999980995059,"G","tree"
"4622",20,5,"3534","Ocotea corymbosa",9,"15.7+8.9","17.7+9","OCCO",15.7,17.7,255.80396575,309.674380275,1,309.674380275,255.80396575,9.02357640978591,9.92836425295583,"G","tree"
"4623",20,5,"3535","Anadenanthera falcata",10,"15.1+21.2","16.5+23.9","ANFA",21.2,23.9,532.067536375,662.45137535,1,662.45137535,532.067536375,13.0139293430392,14.5211852784115,"G","tree"
"4624",20,5,"3536","Siparuna guianensis",7,"6.2","7.1","SIGU",6.2,7.1,30.1906799,39.591887975,1,39.591887975,30.1906799,3.09999869077073,3.54999850072132,"G","tree"
"4625",20,5,"3537","Siparuna guianensis",6,"5.1","5.6","SIGU",5.1,5.6,20.428188975,24.6300656,1,24.6300656,20.428188975,2.54999892305334,2.79999881747034,"G","tree"
"4626",20,5,"3538","Myrcia lingua",4,"9+7.5","13.1","MYLI",9,13.1,107.795806875,134.782064975,1,134.782064975,107.795806875,5.85768478304109,6.54999723372526,"S","tree"
"4627",20,5,"3539","Qualea multiflora",9,"15.9","15.2","QUMU",15.9,15.2,198.556341975,181.4582384,1,181.4582384,198.556341975,7.94999664246043,7.59999679027664,"S","tree"
"4628",20,5,"3540","Siparuna guianensis",5,"5.2","5.9","SIGU",5.2,5.9,21.2371484,27.339686975,1,27.339686975,21.2371484,2.59999890193674,2.94999875412054,"G","tree"
"4629",20,5,"3541","Pera obovata",6,"5.1","6.3","PEOB",5.1,6.3,20.428188975,31.172426775,1,31.172426775,20.428188975,2.54999892305334,3.14999866965413,"G","tree"
"4630",20,5,"3542","Qualea grandiflora",9,"17.6","21.1","QUGR",17.6,21.1,243.2847296,349.666820975,1,349.666820975,243.2847296,8.79999628347821,10.5499955443972,"S","tree"
"4631",20,5,"3543","Ocotea corymbosa",9,"14.1","16.7","OCCO",14.1,16.7,156.144876975,219.039508775,1,219.039508775,156.144876975,7.04999702255925,8.34999647352762,"G","tree"
"4632",20,5,"3544","Siparuna guianensis",6,"5.5","6","SIGU",5.5,6,23.758274375,28.27431,1,28.27431,23.758274375,2.74999883858694,2.99999873300394,"G","tree"
"4633",20,5,"3545","Copaifera langsdorffii",6,"7.5","9","COLA",7.5,9,44.178609375,63.6171975,1,63.6171975,44.178609375,3.74999841625492,4.4999980995059,"G","tree"
"4634",20,5,"3546","Amaioua intermedia",6,"6.7","6.3","AMIN",6.7,6.3,35.256493775,31.172426775,1,31.172426775,35.256493775,3.34999858518773,3.14999866965413,"G","tree"
"4635",20,5,"3547","Siparuna guianensis",6,"5.1","6.1","SIGU",5.1,6.1,20.428188975,29.224640975,1,29.224640975,20.428188975,2.54999892305334,3.04999871188733,"G","tree"
"4636",20,5,"3548","Piptocarpha axillaris",9,"10.8","11.9","PIAX",10.8,11.9,91.6087644,111.220139975,1,111.220139975,91.6087644,5.39999771940708,5.94999748712447,"F","tree"
"4637",20,5,"3549","Annona coriacea",6,"8.1","9.8","ANCO",8.1,9.8,51.529929975,75.4295759,1,75.4295759,51.529929975,4.04999828955531,4.89999793057309,"S","tree"
"4638",20,5,"3550","Ocotea corymbosa",8,"17.2","16","OCCO",17.2,16,232.3519964,201.06176,1,201.06176,232.3519964,8.59999636794461,7.99999662134383,"G","tree"
"4639",20,5,"3551","Siparuna guianensis",6,"5.4","5.8","SIGU",5.4,5.8,22.9021911,26.4207719,1,26.4207719,22.9021911,2.69999885970354,2.89999877523714,"G","tree"
"4640",20,5,"3552","Siparuna guianensis",5,"2","2.2","SIGU",2,2.2,3.14159,3.8013239,4,15.2052956,12.56636,0.999999577667978,1.09999953543478,"G","tree"
"4641",20,5,"3553","Copaifera langsdorffii",3.5,"1.5","1.7","COLA",1.5,1.7,1.767144375,2.269798775,4,9.0791951,7.0685775,0.749999683250984,0.849999641017781,"G","tree"
"4642",20,5,"3554","Pouteria ramiflora",4,"2.5+1.7+2","3.5","PORA",2.5,3.5,10.32012315,9.621119375,4,38.4844775,41.2804926,1.8124561305806,1.74999926091896,"G","tree"
"4643",20,5,"3555","Siparuna guianensis",5,"2.2","2.7","SIGU",2.2,2.7,3.8013239,5.725547775,4,22.9021911,15.2052956,1.09999953543478,1.34999942985177,"G","tree"
"4644",20,5,"3556","Siparuna guianensis",6,"4.7+2.4","5.4","SIGU",4.7,5.4,21.873320375,22.9021911,1,22.9021911,21.873320375,2.63865384600327,2.69999885970354,"G","tree"
"4645",20,5,"3557","Lacistema hasslerianum",4,"1.6","2.1","LAHA",1.6,2.1,2.0106176,3.463602975,4,13.8544119,8.0424704,0.799999662134383,1.04999955655138,"G","treelet"
"4646",20,5,"3558","Siparuna guianensis",2.5,"1.8","1","SIGU",1.8,1,2.5446879,0.7853975,4,3.14159,10.1787516,0.89999961990118,0.499999788833989,"G","tree"
"4647",20,5,"3559","Tapirira guianensis",5,"2.4","2.4","TAGU",2.4,2.4,4.5238896,4.5238896,4,18.0955584,18.0955584,1.19999949320157,1.19999949320157,"G","tree"
"4648",20,5,"3560","Siparuna guianensis",5,"2.1+3.1","3.8","SIGU",3.1,3.8,11.01127295,11.3411399,4,45.3645596,44.0450918,1.87216373200988,1.89999919756916,"G","tree"
"4649",20,5,"3561","Siparuna guianensis",4.5,"1.7","1.9","SIGU",1.7,1.9,2.269798775,2.835284975,4,11.3411399,9.0791951,0.849999641017781,0.949999598784579,"G","tree"
"4650",20,5,"3562","Amaioua intermedia",4.5,"2.3","2.6","AMIN",2.3,2.6,4.154752775,5.3092871,4,21.2371484,16.6190111,1.14999951431817,1.29999945096837,"G","tree"
"4651",20,5,"3563","Lacistema hasslerianum",3,"1.2","1.4","LAHA",1.2,1.4,1.1309724,1.5393791,4,6.1575164,4.5238896,0.599999746600787,0.699999704367585,"G","treelet"
"4652",20,5,"3564","Copaifera langsdorffii",3,"1.2","1.5","COLA",1.2,1.5,1.1309724,1.767144375,4,7.0685775,4.5238896,0.599999746600787,0.749999683250984,"G","tree"
"4653",20,5,"3565","Siparuna guianensis",6,"4","4.5","SIGU",4,4.5,12.56636,15.904299375,4,63.6171975,50.26544,1.99999915533596,2.24999904975295,"G","tree"
"4654",20,5,"3566","Siparuna guianensis",4,"1.4","1.6","SIGU",1.4,1.6,1.5393791,2.0106176,4,8.0424704,6.1575164,0.699999704367585,0.799999662134383,"G","tree"
"4655",20,5,"3567","Cupania tenuivalvis",4,"1.8","1.8","CUTE",1.8,1.8,2.5446879,2.5446879,4,10.1787516,10.1787516,0.89999961990118,0.89999961990118,"G","treelet"
"4656",20,5,"3568","Siparuna guianensis",5,"3.1","3.5","SIGU",3.1,3.5,7.547669975,9.621119375,4,38.4844775,30.1906799,1.54999934538537,1.74999926091896,"G","tree"
"4657",20,5,"3569","Copaifera langsdorffii",1.7,"1","1.3","COLA",1,1.3,0.7853975,1.327321775,4,5.3092871,3.14159,0.499999788833989,0.649999725484186,"G","tree"
"4658",20,5,"3570","Siparuna guianensis",5,"1.9","2.2","SIGU",1.9,2.2,2.835284975,3.8013239,4,15.2052956,11.3411399,0.949999598784579,1.09999953543478,"G","tree"
"4659",20,5,"3571","Siparuna guianensis",2.5,"1.2","1.6","SIGU",1.2,1.6,1.1309724,2.0106176,4,8.0424704,4.5238896,0.599999746600787,0.799999662134383,"G","tree"
"4660",20,5,"3572","Styrax camporum",10,"11.8","16.6","STCA",11.8,16.6,109.3587479,216.4241351,1,216.4241351,109.3587479,5.89999750824107,8.29999649464422,"S","tree"
"4661",20,5,"3582","Eugenia punicifolia",3,"1.1","1.4","EUPU",1.1,1.4,0.950330975,1.5393791,4,6.1575164,3.8013239,0.549999767717388,0.699999704367585,"S","treelet"
"4662",20,6,"3573","Anadenanthera falcata",10,"24.5","27.3","ANFA",24.5,27.3,471.434849375,585.348902775,1,585.348902775,471.434849375,12.2499948264327,13.6499942351679,"G","tree"
"4663",20,6,"3574","Siparuna guianensis",5,"5","5.6","SIGU",5,5.6,19.6349375,24.6300656,1,24.6300656,19.6349375,2.49999894416995,2.79999881747034,"G","tree"
"4664",20,6,"3575","Pera obovata",8,"7","7.8","PEOB",7,7.8,38.4844775,47.7835839,1,47.7835839,38.4844775,3.49999852183792,3.89999835290511,"G","tree"
"4665",20,6,"3576","Ocotea corymbosa",9,"15.9","16.2","OCCO",15.9,16.2,198.556341975,206.1197199,1,206.1197199,198.556341975,7.94999664246043,8.09999657911062,"G","tree"
"4666",20,6,"3577","Amaioua intermedia",7,"7.9","8.6","AMIN",7.9,8.6,49.016657975,58.0879991,1,58.0879991,49.016657975,3.94999833178851,4.29999818397231,"G","tree"
"4667",20,6,"3578","Ocotea corymbosa",10,"17","17.6","OCCO",17,17.6,226.9798775,243.2847296,1,243.2847296,226.9798775,8.49999641017782,8.79999628347821,"G","tree"
"4668",20,6,"3579","Siparuna guianensis",6,"5.3","6.1","SIGU",5.3,6.1,22.061815775,29.224640975,1,29.224640975,22.061815775,2.64999888082014,3.04999871188733,"G","tree"
"4669",20,6,"3580","Annona coriacea",7,"13.5","15.1","ANCO",13.5,15.1,143.138694375,179.078483975,1,179.078483975,143.138694375,6.74999714925885,7.54999681139324,"S","tree"
"4670",20,6,"3581","Pera obovata",8,"9.1","10.4","PEOB",9.1,10.4,65.038766975,84.9485936,1,84.9485936,65.038766975,4.5499980783893,5.19999780387349,"G","tree"
"4671",20,6,"3583","Ocotea corymbosa",7,"14.8","16.1","OCCO",14.8,16.1,172.0334684,203.582885975,1,203.582885975,172.0334684,7.39999687474304,8.04999660022723,"G","tree"
"4672",20,6,"3584","Amaioua intermedia",6,"5.5","6","AMIN",5.5,6,23.758274375,28.27431,1,28.27431,23.758274375,2.74999883858694,2.99999873300394,"G","tree"
"4673",20,6,"3585","Siparuna guianensis",7,"5.6","8.6","SIGU",5.6,8.6,24.6300656,58.0879991,1,58.0879991,24.6300656,2.79999881747034,4.29999818397231,"G","tree"
"4674",20,6,"3586","Amaioua intermedia",6,"5.3","5.8","AMIN",5.3,5.8,22.061815775,26.4207719,1,26.4207719,22.061815775,2.64999888082014,2.89999877523714,"G","tree"
"4675",20,6,"3587","Amaioua intermedia",6,"7.7","8.4","AMIN",7.7,8.4,46.566217775,55.4176476,1,55.4176476,46.566217775,3.84999837402172,4.19999822620551,"G","tree"
"4676",20,6,"3588","Ocotea corymbosa",8,"9.7","10.5","OCCO",9.7,10.5,73.898050775,86.590074375,1,86.590074375,73.898050775,4.84999795168969,5.24999778275689,"G","tree"
"4677",20,6,"3589","Pera obovata",8,"8.6","10","PEOB",8.6,10,58.0879991,78.53975,1,78.53975,58.0879991,4.29999818397231,4.99999788833989,"G","tree"
"4678",20,6,"3590","Siparuna guianensis",4,"1.7","1.9","SIGU",1.7,1.9,2.269798775,2.835284975,4,11.3411399,9.0791951,0.849999641017781,0.949999598784579,"G","tree"
