"","Code","N","Leaf_size","Leaf_thickness","Max_height","Height_at_5cm","Crown_ratio_at_5cm","Light_at_5cm","SLA","Bark_at_5cm","Bark_at_8mm","Wood_density","FG","Habit"
"73","PRMY",1,2966.818786,0.443333333333333,0,5.45973108084813,0.686046511627907,4.10745085795332,70.97558894,2.67437907792922,0.685,0.607826811,"G","tree"
"74","QUCO",5,3734.930901,0.235333333333333,0,3.87517729469997,0.481001745729389,2.64382044717868,106.919785184,8.67886724102174,0.87709052087801,0.624664007,"S","tree"
"75","QUGR",5,6318.2583524,0.380666666666667,0,4.00266010864777,0.696660297256199,4.70485978564088,62.657420718,11.1282940535488,1.1820737136327,0.5574552358,"S","tree"
"76","QUMU",5,5188.2059162,0.297333333333333,0,3.7906201998843,0.549607483369074,1.30326362359295,104.862559978,7.39682894657036,1.02433840800618,0.5817943682,"S","tree"
"77","RAFE",7,1932.304098,0.263888888888889,0,5.56308270676692,0.539371111759695,2.58050866628082,112.16967756,2.18088186376893,1.14438780155218,0.622897865,"G","tree"
"78","RAGU",5,2688.7061702,0.366666666666667,0,2.41894902687674,0.548003235463589,3.78192771084337,76.797392884,9.58782735730564,1.50432647493475,0.4992447896,"S","tree"
"79","RALA",1,1147.859416,0.253333333333333,0,NA,0.631578947368421,0,87.23643702,1.64438899436918,0.61,0.778097983,"F","tree"
"80","RAUM",6,2434.06467608,0.386,0,4.8086778948917,0.587115260049533,2.67902028435343,68.7464716,3.87488782890314,0.906346546955821,0.6849334094,"G","tree"
"81","ROMO",5,7137.9406782,0.358,0,2.4514805426335,0.569743639376905,1.34867005244839,54.87762242,7.44744304189215,1.30492165995298,0.668108318,"F","tree"
"82","SCVI",5,2099.4135558,0.355333333333333,0,3.90039276616217,0.0567375378208528,3.02863338355594,78.675113174,2.32456248413046,1.06821679240888,0.438604294,"S","treelet"
"83","SIGU",6,9145.81492783333,0.247777777777778,0,5.62707764126931,0.54043799396936,2.23083641028151,136.981098765,2.33430396953855,0.891362678710695,0.589690087666667,"G","tree"
"84","SOLY",5,9490.75277875,0.471666666666667,0,1.43054815966753,2.02473181626517,4,111.909956872,2.96458313899407,0.852176189781523,0.5145645706,"S","shrub"
"85","STAD",5,352.7775444,0.220666666666667,0,2.6319669511212,0.69688821180863,3.70515940433573,91.598996958,8.48925203667757,1.12923503105939,0.4655286348,"S","tree"
"86","STCA",7,2725.75013463333,0.283333333333333,0,4.37560490089884,0.547692600349849,2.4241924686131,77.91863308,3.48490593856054,0.664330890083343,0.564925532166667,"S","tree"
"87","STFE",6,2908.80156733333,0.480555555555556,0,2.70573227103611,0.575449925012557,5.16370400992146,63.8443451016667,13.9325453820097,0.839123138378265,0.468739767833333,"S","tree"
"88","STPO ",1,5378.217342,0.243333333333333,0,NA,0.630952380952381,0,142.1117561,6.23181691994094,1.305,0.475780409,"F","tree"
"89","STRO",8,79.6943502228571,0.178333333333333,0,2.65478976411734,0.507661218616857,3.33219837273414,78.5920943828571,7.97068575638975,1.29199951855975,0.432781415285714,"S","tree"
"90","SYPU",5,2840.94775,0.308666666666667,0,4.25179928999349,0.567749096324965,2.65226722147235,92.795502376,6.0059055295359,0.827982874830116,0.5151643102,"S","treelet"
"91","TACA",5,1424.29105842,0.221333333333333,0,4.06696955212499,0.728319895170972,1.94677941691834,105.830911598,5.51436675070823,1.21913267965513,0.613289801,"F","tree"
"92","TAGU",6,1988.1771426,0.232,0,5.72569894798527,0.582397782481632,2.88225077545227,90.42323228,3.30180048162109,0.71414361688268,0.5585333016,"G","tree"
"93","TAOC",5,2749.76989606,0.432666666666667,0,2.4319675931036,0.397266727348672,2.63598689946414,61.347419242,12.5582691953249,1.81360995356191,0.6227994928,"G","tree"
"94","TEGL",6,3129.3462854,0.272,0,6.51965626156166,0.414351365463488,2.45066882959927,80.093735224,6.33554116130061,0.988630193081026,0.7036905874,"G","tree"
"95","TOFO",5,8656.429144,0.688666666666667,0,7.4669331306991,-0.825327774149214,-15.1765957446809,85.002799266,1.11874513778755,1.35844597044556,0.6559350994,"S","shrub"
"96","VOTU",14,2011.3838029,0.324,0,4.59209761224284,0.76373929950752,2.71767472634059,84.3256981466667,9.63331596279556,0.91951895165457,0.488284664833333,"G","tree"
"97","ZARH",5,452.40132848,0.22,0,3.83335832457084,0.509568277440915,3.50146525388401,98.154673632,2.85377717825605,0.753334396057514,0.5554509776,"G","tree"
"98","ZEMO",5,4088.2007174,0.423333333333333,0,3.05742502686334,0.479129076409709,4,90.582619866,7.01420519993881,1.26172785663796,0.49699631,"S","shrub"
