"","P","Sub","Number","Species","Ht","DBH","D30","Code","Max_DBH","Max_D30","CSA_BH","CSA_30","Density_expand","CSA_30_expand","CSA_BH_expand","DBH_eff","D30_eff","Life.Form","Phylo.name","Authority","Light.code","Char.height"
"3905",17,1,"5051","Rapanea umbellata",4.5,"4","4.9","RAUM",4,4.9,12.56636,18.857393975,4,75.4295759,50.26544,1.99999915533596,2.44999896528655,"tree","Myrsine umbellata","Mart.",3,NA
"3906",17,1,"5052","Aegiphila verticillata",2,"1.1","1.8","AEVE",1.1,1.8,0.950330975,2.5446879,4,10.1787516,3.8013239,0.549999767717388,0.89999961990118,"tree","Aegiphila verticillata","Vell.",2,NA
"3907",17,1,"5053","Rapanea umbellata",2.5,"1.8","1.8","RAUM",1.8,1.8,2.5446879,2.5446879,4,10.1787516,10.1787516,0.89999961990118,0.89999961990118,"tree","Myrsine umbellata","Mart.",1,NA
"3908",17,1,"5054","Campomanesia adamantium",1.7,"1.1","2.2","CAAD",1.1,2.2,0.950330975,3.8013239,4,15.2052956,3.8013239,0.549999767717388,1.09999953543478,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"3909",17,1,"5055","Campomanesia adamantium",1.7,"1.8","1.9","CAAD",1.8,1.9,2.5446879,2.835284975,4,11.3411399,10.1787516,0.89999961990118,0.949999598784579,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"3910",17,1,"5056","Campomanesia adamantium",2,"1.4","2.2","CAAD",1.4,2.2,1.5393791,3.8013239,4,15.2052956,6.1575164,0.699999704367585,1.09999953543478,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",2,NA
"3911",17,1,"5057","Campomanesia adamantium",1.9,"1.5","1.8","CAAD",1.5,1.8,1.767144375,2.5446879,4,10.1787516,7.0685775,0.749999683250984,0.89999961990118,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"3912",17,1,"5058","Campomanesia adamantium",1.9,"1.4","2.6","CAAD",1.4,2.6,1.5393791,5.3092871,4,21.2371484,6.1575164,0.699999704367585,1.29999945096837,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"3913",17,1,"5059","Ocotea pulchella",3.7,"3.5","5.1","OCPU",3.5,5.1,9.621119375,20.428188975,1,20.428188975,9.621119375,1.74999926091896,2.54999892305334,"tree","Ocotea pulchella","(Nees & Mart.) Mez",4,NA
"3914",17,1,"5060","Rapanea umbellata",3.3,"1.6","2","RAUM",1.6,2,2.0106176,3.14159,4,12.56636,8.0424704,0.799999662134383,0.999999577667978,"tree","Myrsine umbellata","Mart.",3,NA
"3915",17,1,"5061","Prunus myrtifolia",2.2,"1.1","2.7","PRMY",1.1,2.7,0.950330975,5.725547775,4,22.9021911,3.8013239,0.549999767717388,1.34999942985177,"tree","Prunus myrtifolia","(L.) Urb.",3,NA
"3916",17,1,"5062","Rapanea umbellata",3.2,"1.6","1.5","RAUM",1.6,1.5,2.0106176,1.767144375,4,7.0685775,8.0424704,0.799999662134383,0.749999683250984,"tree","Myrsine umbellata","Mart.",2,NA
"3917",17,2,"5063","Myrcia fallax",2.2,"6","4.8","MYFA",6,4.8,28.27431,18.0955584,4,72.3822336,113.09724,2.99999873300394,2.39999898640315,"tree","Myrcia splendens","(Sw.) DC.",4,NA
"3918",17,2,"5064","Myrcia fallax",3.5,"6.9","6.8","MYFA",6.9,6.8,37.392774975,36.3167804,1,36.3167804,37.392774975,3.44999854295453,3.39999856407113,"tree","Myrcia splendens","(Sw.) DC.",4,NA
"3919",17,2,"5065","Ocotea corymbosa",4.5,"7+7.2","8.3+7","OCCO",7.2,8.3,79.1994839,92.590511275,1,92.590511275,79.1994839,5.02095396374274,5.42885578235822,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3920",17,2,"5066","Ocotea corymbosa",7.5,"9.5","10.4","OCCO",9.5,10.4,70.882124375,84.9485936,1,84.9485936,70.882124375,4.7499979939229,5.19999780387349,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"3921",17,2,"5067","Ocotea corymbosa",6,"5.5+8.4+6.1","12.6+7.2","OCCO",8.4,12.6,108.40056295,165.4047135,1,165.4047135,108.40056295,5.87409319426185,7.25602890901404,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"3922",17,2,"5068","Ouratea spectabilis",4,"7.5","8.8","OUSP",7.5,8.8,44.178609375,60.8211824,1,60.8211824,44.178609375,3.74999841625492,4.3999981417391,"tree","Ouratea spectabilis","(Mart. ex Engl.) Engl.",5,NA
"3923",17,2,"5069","Ocotea corymbosa",3,"5.1","7","OCCO",5.1,7,20.428188975,38.4844775,1,38.4844775,20.428188975,2.54999892305334,3.49999852183792,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3924",17,2,"5070","Ocotea corymbosa",6,"9.8+7","10.9+8.6","OCCO",9.8,10.9,113.9140534,151.401076075,1,151.401076075,113.9140534,6.02162514380364,6.94207888845529,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"3925",17,2,"5071","Myrcia fallax",4.2,"6.8","7.8","MYFA",6.8,7.8,36.3167804,47.7835839,1,47.7835839,36.3167804,3.39999856407113,3.89999835290511,"tree","Myrcia splendens","(Sw.) DC.",4,NA
"3926",17,2,"5072","Erythroxylum suberosum",3.8,"6+8.4","7.5+9.2","ERSU",8.4,9.2,83.6919576,110.654653775,1,110.654653775,83.6919576,5.16139298040312,5.93485216739448,"treelet","Erythroxylum suberosum","A.St.-Hil.",4,NA
"3927",17,2,"5073","Aegiphila verticillata",2.5,"2","2.9","AEVE",2,2.9,3.14159,6.605192975,4,26.4207719,12.56636,0.999999577667978,1.44999938761857,"tree","Aegiphila verticillata","Vell.",4,NA
"3928",17,2,"5074","Myrcia fallax",2.5,"2.5+1.5+1.4+1.2","4+3.8","MYFA",2.5,4,9.34623025,23.9074999,4,95.6299996,37.384921,1.72481810261981,2.75862167977198,"tree","Myrcia splendens","(Sw.) DC.",4,NA
"3929",17,3,"5075","Rapanea lancifolia",3.8,"5.6","5.9","RALA",5.6,5.9,24.6300656,27.339686975,1,27.339686975,24.6300656,2.79999881747034,2.94999875412054,"tree","Myrsine lancifolia","Mart.",3,NA
"3930",17,3,"5076","Stryphnodendron rotundifolium",2.2,"7+6.6","9.5","STRO",7,9.5,72.6963926,70.882124375,1,70.882124375,72.6963926,4.81040335673404,4.7499979939229,"tree","Stryphnodendron rotundifolium","Mart.",NA,NA
"3931",17,3,"5077","Ocotea corymbosa",4,"5","5.4","OCCO",5,5.4,19.6349375,22.9021911,1,22.9021911,19.6349375,2.49999894416995,2.69999885970354,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3932",17,3,"5078","Gochnatia polymorpha",3.2,"6.3","7","GOPO",6.3,7,31.172426775,38.4844775,1,38.4844775,31.172426775,3.14999866965413,3.49999852183792,"tree","Gochnatia polymorpha","(Less.) G. Sancho",5,NA
"3933",17,3,"5079","Ocotea corymbosa",3,"2.6","3.5","OCCO",2.6,3.5,5.3092871,9.621119375,4,38.4844775,21.2371484,1.29999945096837,1.74999926091896,"tree","Ocotea corymbosa","(Meisn.) Mez",NA,NA
"3934",17,3,"5080","Ocotea corymbosa",2.3,"2","3.5","OCCO",2,3.5,3.14159,9.621119375,4,38.4844775,12.56636,0.999999577667978,1.74999926091896,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3935",17,3,"5081","Ocotea corymbosa",2.8,"2.5","3.1","OCCO",2.5,3.1,4.908734375,7.547669975,4,30.1906799,19.6349375,1.24999947208497,1.54999934538537,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3936",17,3,"5082","Aegiphila verticillata",2.8,"3.5","6.7","AEVE",3.5,6.7,9.621119375,35.256493775,1,35.256493775,9.621119375,1.74999926091896,3.34999858518773,"tree","Aegiphila verticillata","Vell.",4,NA
"3937",17,3,"5083","Aegiphila verticillata",2.7,"2.2","3.4","AEVE",2.2,3.4,3.8013239,9.0791951,4,36.3167804,15.2052956,1.09999953543478,1.69999928203556,"tree","Aegiphila verticillata","Vell.",4,NA
"3938",17,4,"5084","Ocotea corymbosa",9,"28.6","31.9","OCCO",28.6,31.9,642.4237391,799.228349975,1,799.228349975,642.4237391,14.2999939606521,15.9499932638043,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3939",17,4,"5085","Calyptranthes lucida",7,"6.5+7.6","11.5","CALU",7.6,11.5,78.547603975,103.868819375,1,103.868819375,78.547603975,5.00024788198462,5.74999757159087,"tree","Calyptranthes lucida","Mart. ex DC.",3,NA
"3940",17,4,"5086","Ouratea spectabilis",4.6,"5.8+6.8+8.3+6.6","7.2+10.5","OUSP",8.3,10.5,151.055501175,127.305080775,1,127.305080775,151.055501175,6.9341516702802,6.36572586372587,"tree","Ouratea spectabilis","(Mart. ex Engl.) Engl.",5,NA
"3941",17,4,"5087","Myrcia fallax",3,"6.6","6.9","MYFA",6.6,6.9,34.2119151,37.392774975,1,37.392774975,34.2119151,3.29999860630433,3.44999854295453,"tree","Myrcia splendens","(Sw.) DC.",4,NA
"3942",17,4,"5088","Ocotea corymbosa",3.8,"5.7","6.5","OCCO",5.7,6.5,25.517564775,33.183044375,1,33.183044375,25.517564775,2.84999879635374,3.24999862742093,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3943",17,4,"5089","Ocotea corymbosa",5,"6.9","7.5","OCCO",6.9,7.5,37.392774975,44.178609375,1,44.178609375,37.392774975,3.44999854295453,3.74999841625492,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3944",17,4,"5090","Ocotea corymbosa",2.1,"1","1.5","OCCO",1,1.5,0.7853975,1.767144375,4,7.0685775,3.14159,0.499999788833989,0.749999683250984,"tree","Ocotea corymbosa","(Meisn.) Mez",2,NA
"3945",17,4,"5091","Schefflera vinosa",2.3,"1.3","1.8","SCVI",1.3,1.8,1.327321775,2.5446879,4,10.1787516,5.3092871,0.649999725484186,0.89999961990118,"treelet","Schefflera vinosa","(Cham. & Schltdl.) Frodin & Fiasch",3,NA
"3946",17,4,"5092","Aegiphila verticillata",3,"3.6","4.3","AEVE",3.6,4.3,10.1787516,14.521999775,4,58.0879991,40.7150064,1.79999923980236,2.14999909198615,"tree","Aegiphila verticillata","Vell.",4,NA
"3947",17,4,"5093","Schefflera vinosa",2.1,"1.5","2.2","SCVI",1.5,2.2,1.767144375,3.8013239,4,15.2052956,7.0685775,0.749999683250984,1.09999953543478,"treelet","Schefflera vinosa","(Cham. & Schltdl.) Frodin & Fiasch",3,NA
"3948",17,4,"5094","Stryphnodendron rotundifolium",2.2,"2.4","3.7","STRO",2.4,3.7,4.5238896,10.752091775,4,43.0083671,18.0955584,1.19999949320157,1.84999921868576,"tree","Stryphnodendron rotundifolium","Mart.",4,NA
"3949",17,4,"5095","Machaerium brasiliense",2.2,"1.2","2.2","MABR",1.2,2.2,1.1309724,3.8013239,4,15.2052956,4.5238896,0.599999746600787,1.09999953543478,"tree","Machaerium brasiliense","Vogel",3,NA
"3950",17,5,"5096","Ocotea corymbosa",7,"8.4+6.3","8.9+7.8","OCCO",8.4,8.9,86.590074375,109.994919875,1,109.994919875,86.590074375,5.24999778275689,5.91713363261355,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"3951",17,5,"5097","Ocotea corymbosa",6.5,"8.4","10.1","OCCO",8.4,10.1,55.4176476,80.118398975,1,80.118398975,55.4176476,4.19999822620551,5.04999786722329,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"3952",17,5,"5098","Gochnatia polymorpha",5,"7.3+8.7+5.2+6.7+5.1","11.3+9.9","GOPO",8.7,11.3,178.2224007,177.26421575,1,177.26421575,178.2224007,7.53192884208414,7.51165443426689,"tree","Gochnatia polymorpha","(Less.) G. Sancho",5,NA
"3953",17,5,"5099","Stryphnodendron rotundifolium",1.9,"2.7","3","STRO",2.7,3,5.725547775,7.0685775,4,28.27431,22.9021911,1.34999942985177,1.49999936650197,"tree","Stryphnodendron rotundifolium","Mart.",3,NA
"3954",17,6,"5100","Ouratea spectabilis",3.6,"7.1+5.2+7.1","7.7+7.6","OUSP",7.1,7.7,100.42092435,91.930777375,1,91.930777375,100.42092435,5.65375742319385,5.40948013056926,"tree","Ouratea spectabilis","(Mart. ex Engl.) Engl.",5,NA
"3955",17,6,"5101","Gochnatia polymorpha",6,"14.3+8.3","17.8","GOPO",14.3,17.8,214.71196855,248.8453439,1,248.8453439,214.71196855,8.26709999162029,8.89999624124501,"tree","Gochnatia polymorpha","(Less.) G. Sancho",5,NA
"3956",17,6,"5102","Ocotea corymbosa",4.5,"5","6.8","OCCO",5,6.8,19.6349375,36.3167804,1,36.3167804,19.6349375,2.49999894416995,3.39999856407113,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3957",17,6,"5103","Ocotea corymbosa",7.5,"9","10.9","OCCO",9,10.9,63.6171975,93.313076975,1,93.313076975,63.6171975,4.4999980995059,5.44999769829048,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"3958",17,6,"5104","Ouratea spectabilis",2.2,"9+2.5","6.3","OUSP",9,6.3,68.525931875,31.172426775,1,31.172426775,68.525931875,4.67038345061403,3.14999866965413,"tree","Ouratea spectabilis","(Mart. ex Engl.) Engl.",4,NA
"3959",17,6,"5105","Aegiphila verticillata",2,"1.5+1.7","6.5","AEVE",1.7,6.5,4.03694315,33.183044375,1,33.183044375,4.03694315,1.133577926129,3.24999862742093,"tree","Aegiphila verticillata","Vell.",4,NA
"3960",17,6,"5106","Myrcia fallax",2.3,"2.3+1.6","3.1+2","MYFA",2.3,3.1,6.165370375,10.689259975,4,42.7570399,24.6614815,1.4008919809704,1.84458589554165,"tree","Myrcia splendens","(Sw.) DC.",4,NA
"3961",17,6,"5107","Ocotea corymbosa",2.1,"1.3","1.9","OCCO",1.3,1.9,1.327321775,2.835284975,4,11.3411399,5.3092871,0.649999725484186,0.949999598784579,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3962",17,7,"5108","Ocotea corymbosa",5,"5.6","9.3","OCCO",5.6,9.3,24.6300656,67.929029775,1,67.929029775,24.6300656,2.79999881747034,4.6499980361561,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3963",17,7,"5109","Ocotea corymbosa",6,"8.5","9.4","OCCO",8.5,9.4,56.744969375,69.3977231,1,69.3977231,56.744969375,4.24999820508891,4.6999980150395,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"3964",17,7,"5110","Gochnatia polymorpha",8,"18+11.8","20","GOPO",18,20,363.8275379,314.159,1,314.159,363.8275379,10.7615009259619,9.99999577667978,"tree","Gochnatia polymorpha","(Less.) G. Sancho",5,NA
"3965",17,7,"5111","Ocotea corymbosa",2.6,"1.55","1.8","OCCO",1.55,1.8,1.88691749375,2.5446879,4,10.1787516,7.547669975,0.774999672692683,0.89999961990118,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3966",17,7,"5112","Aegiphila verticillata",2.5,"2+1.8+2.5","6.8","AEVE",2.5,6.8,10.595012275,36.3167804,1,36.3167804,10.595012275,1.83643599163464,3.39999856407113,"tree","Aegiphila verticillata","Vell.",4,NA
"3967",17,7,"5113","Ocotea corymbosa",3,"2.3","2.8","OCCO",2.3,2.8,4.154752775,6.1575164,4,24.6300656,16.6190111,1.14999951431817,1.39999940873517,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3968",17,7,"5114","Ocotea corymbosa",3,"2","2.5","OCCO",2,2.5,3.14159,4.908734375,4,19.6349375,12.56636,0.999999577667978,1.24999947208497,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3969",17,7,"5115","Erythroxylum cunneifolium",2.2,"1","1.8","ERCU",1,1.8,0.7853975,2.5446879,4,10.1787516,3.14159,0.499999788833989,0.89999961990118,"shrub","Erythroxylum cuneifolium","(Mart.) O.E.Schulz",3,NA
"3970",17,7,"5116","Diospyros hispida",1.7,"1.9+1.4+1.2","3.7","DIBU",1.9,3.7,5.505636475,10.752091775,4,43.0083671,22.0225459,1.3238196703957,1.84999921868576,"tree","Diospyros hispida","A. DC.",4,NA
"3971",17,7,"5117","Diospyros hispida",1.6,"1.3","6","DIBU",1.3,6,1.327321775,28.27431,1,28.27431,1.327321775,0.649999725484186,2.99999873300394,"tree","Diospyros hispida","A. DC.",4,NA
"3972",17,7,"5118","Aegiphila verticillata",3,"1.2","3.2","AEVE",1.2,3.2,1.1309724,8.0424704,4,32.1698816,4.5238896,0.599999746600787,1.59999932426877,"tree","Aegiphila verticillata","Vell.",3,NA
"3973",17,8,"5119","Ocotea corymbosa",4,"8.1","8.5","OCCO",8.1,8.5,51.529929975,56.744969375,1,56.744969375,51.529929975,4.04999828955531,4.24999820508891,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3974",17,8,"5120","Ocotea corymbosa",6,"6.2","7.3","OCCO",6.2,7.3,30.1906799,41.853832775,1,41.853832775,30.1906799,3.09999869077073,3.64999845848812,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"3975",17,8,"5121","Ocotea corymbosa",5,"7.4","8.1","OCCO",7.4,8.1,43.0083671,51.529929975,1,51.529929975,43.0083671,3.69999843737152,4.04999828955531,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"3976",17,8,"5122","Ocotea corymbosa",7,"7.4","7.9","OCCO",7.4,7.9,43.0083671,49.016657975,1,49.016657975,43.0083671,3.69999843737152,3.94999833178851,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3977",17,8,"5123","Gochnatia polymorpha",5,"10+6.3","12.4","GOPO",10,12.4,109.712176775,120.7627196,1,120.7627196,109.712176775,5.90952371196073,6.19999738154147,"tree","Gochnatia polymorpha","(Less.) G. Sancho",5,NA
"3978",17,8,"5124","Ocotea corymbosa",6,"6","6.9","OCCO",6,6.9,28.27431,37.392774975,1,37.392774975,28.27431,2.99999873300394,3.44999854295453,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3979",17,8,"5125","Ocotea pulchella",4.5,"5.8","7.5","OCPU",5.8,7.5,26.4207719,44.178609375,1,44.178609375,26.4207719,2.89999877523714,3.74999841625492,"tree","Ocotea pulchella","(Nees & Mart.) Mez",5,NA
"3980",17,8,"5126","Ocotea corymbosa",4,"5.3","5.6","OCCO",5.3,5.6,22.061815775,24.6300656,1,24.6300656,22.061815775,2.64999888082014,2.79999881747034,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3981",17,8,"5127","Ocotea corymbosa",5,"8.1","9","OCCO",8.1,9,51.529929975,63.6171975,1,63.6171975,51.529929975,4.04999828955531,4.4999980995059,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3982",17,8,"5128","Myrcia fallax",4,"4.4+3.6","5.8","MYFA",4.4,5.8,25.3840472,26.4207719,1,26.4207719,25.3840472,2.84253288021721,2.89999877523714,"tree","Myrcia splendens","(Sw.) DC.",4,NA
"3983",17,8,"5129","Ocotea pulchella",2.8,"2.1","2.2","OCPU",2.1,2.2,3.463602975,3.8013239,4,15.2052956,13.8544119,1.04999955655138,1.09999953543478,"tree","Ocotea pulchella","(Nees & Mart.) Mez",3,NA
"3984",17,8,"5130","Ocotea corymbosa",2.4,"1.5+1.1","2.3","OCCO",1.5,2.3,2.71747535,4.154752775,4,16.6190111,10.8699014,0.930053369095428,1.14999951431817,"tree","Ocotea corymbosa","(Meisn.) Mez",3,NA
"3985",17,8,"5131","Erythroxylum cunneifolium",2.4,"1.5","1.6","ERCU",1.5,1.6,1.767144375,2.0106176,4,8.0424704,7.0685775,0.749999683250984,0.799999662134383,"shrub","Erythroxylum cuneifolium","(Mart.) O.E.Schulz",3,NA
"3986",17,8,"5132","Psidium australe",1.6,"1.5+1.5","3.7","PSAU",1.5,3.7,3.53428875,10.752091775,4,43.0083671,14.137155,1.06065972382907,1.84999921868576,"shrub","Psidium australe","",4,NA
"3987",17,9,"5133","Ocotea corymbosa",5,"6.5+7.5","8+9.2","OCCO",7.5,9.2,77.36165375,116.7414844,1,116.7414844,77.36165375,4.96235621455698,6.09589768715739,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"3988",17,9,"5134","Stryphnodendron rotundifolium",3.5,"5.4","6.5","STRO",5.4,6.5,22.9021911,33.183044375,1,33.183044375,22.9021911,2.69999885970354,3.24999862742093,"tree","Stryphnodendron rotundifolium","Mart.",3,NA
"3989",17,9,"5135","Ouratea spectabilis",4,"6.2+5","7.2","OUSP",6.2,7.2,49.8256174,40.7150064,1,40.7150064,49.8256174,3.98245986842694,3.59999847960472,"tree","Ouratea spectabilis","(Mart. ex Engl.) Engl.",4,NA
"3990",17,9,"5136","Ocotea corymbosa",5,"6.9","7.5","OCCO",6.9,7.5,37.392774975,44.178609375,1,44.178609375,37.392774975,3.44999854295453,3.74999841625492,"tree","Ocotea corymbosa","(Meisn.) Mez",4,NA
"3991",17,9,"5137","Annona crassiflora",3,"2.2+4.1+2.2","11.3","ANCR",4.1,11.3,20.805179775,100.287406775,1,100.287406775,20.805179775,2.5734207596531,5.64999761382408,"tree","Annona crassiflora","Mart.",4,NA
"3992",17,9,"5138","Styrax ferrugineus",2.3,"2.3","4","STFE",2.3,4,4.154752775,12.56636,4,50.26544,16.6190111,1.14999951431817,1.99999915533596,"tree","Styrax ferrugineus","Nees & Mart.",3,NA
"3993",17,9,"5139","Myrcia lasiantha",2.5,"1.3","1.5","MYLA",1.3,1.5,1.327321775,1.767144375,4,7.0685775,5.3092871,0.649999725484186,0.749999683250984,"tree","Myrcia lasiantha","",3,NA
"3994",17,9,"5140","Machaerium brasiliense",2.8,"2","2.4","MABR",2,2.4,3.14159,4.5238896,4,18.0955584,12.56636,0.999999577667978,1.19999949320157,"tree","Machaerium brasiliense","Vogel",4,NA
"3995",17,9,"5141","Ocotea corymbosa",2.2,"1.6+1","1.5","OCCO",1.6,1.5,2.7960151,1.767144375,4,7.0685775,11.1840604,0.943397714778428,0.749999683250984,"tree","Ocotea corymbosa","(Meisn.) Mez",3,NA
"3996",17,9,"5142","Rapanea lancifolia",3,"1.3","1.5","RALA",1.3,1.5,1.327321775,1.767144375,4,7.0685775,5.3092871,0.649999725484186,0.749999683250984,"tree","Myrsine lancifolia","Mart.",2,NA
"3997",17,9,"5143","Campomanesia adamantium",2.6,"3","3.5","CAAD",3,3.5,7.0685775,9.621119375,4,38.4844775,28.27431,1.49999936650197,1.74999926091896,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"3998",17,9,"5144","Campomanesia adamantium",2.5,"1.5+2.2+1.9","3.2","CAAD",2.2,3.2,8.40375325,8.0424704,4,32.1698816,33.615013,1.63554203263755,1.59999932426877,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"3999",17,9,"5145","Campomanesia adamantium",2.6,"2.9","3.3","CAAD",2.9,3.3,6.605192975,8.552978775,4,34.2119151,26.4207719,1.44999938761857,1.64999930315216,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4000",17,9,"5146","Campomanesia adamantium",1.9,"1.5","2.1","CAAD",1.5,2.1,1.767144375,3.463602975,4,13.8544119,7.0685775,0.749999683250984,1.04999955655138,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4001",17,9,"5147","Campomanesia adamantium",2.4,"2.2","3","CAAD",2.2,3,3.8013239,7.0685775,4,28.27431,15.2052956,1.09999953543478,1.49999936650197,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4002",17,9,"5148","Campomanesia adamantium",2.6,"2.4","3","CAAD",2.4,3,4.5238896,7.0685775,4,28.27431,18.0955584,1.19999949320157,1.49999936650197,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4003",17,9,"5149","Campomanesia adamantium",2.5,"3","4","CAAD",3,4,7.0685775,12.56636,4,50.26544,28.27431,1.49999936650197,1.99999915533596,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4004",17,9,"5150","Schefflera vinosa",4,"3.5+3","4.3","SCVI",3.5,4.3,16.689696875,14.521999775,4,58.0879991,66.7587875,2.30488514089601,2.14999909198615,"treelet","Schefflera vinosa","(Cham. & Schltdl.) Frodin & Fiasch",4,NA
"4005",17,9,"5151","Campomanesia adamantium",2.5,"3.5","3.5","CAAD",3.5,3.5,9.621119375,9.621119375,4,38.4844775,38.4844775,1.74999926091896,1.74999926091896,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4006",17,9,"5152","Ocotea pulchella",3,"2.6","3.1","OCPU",2.6,3.1,5.3092871,7.547669975,4,30.1906799,21.2371484,1.29999945096837,1.54999934538537,"tree","Ocotea pulchella","(Nees & Mart.) Mez",4,NA
"4007",17,9,"5153","Ocotea corymbosa",3,"1.6","1.6","OCCO",1.6,1.6,2.0106176,2.0106176,4,8.0424704,8.0424704,0.799999662134383,0.799999662134383,"tree","Ocotea corymbosa","(Meisn.) Mez",3,NA
"4008",17,9,"5154","Campomanesia adamantium",2.8,"2+1.5","2.5","CAAD",2,2.5,4.908734375,4.908734375,4,19.6349375,19.6349375,1.24999947208497,1.24999947208497,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4009",17,9,"5155","Campomanesia adamantium",2.5,"2.5+2.2","4","CAAD",2.5,4,8.710058275,12.56636,4,50.26544,34.8402331,1.66508187731698,1.99999915533596,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4010",17,9,"5156","Campomanesia adamantium",2.2,"2+1.5","3.6","CAAD",2,3.6,4.908734375,10.1787516,4,40.7150064,19.6349375,1.24999947208497,1.79999923980236,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4011",17,9,"5157","Campomanesia adamantium",2,"2+2.2","3.6","CAAD",2.2,3.6,6.9429139,10.1787516,4,40.7150064,27.7716556,1.48660624689016,1.79999923980236,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4012",17,9,"5158","Campomanesia adamantium",2.5,"2.2","3.1","CAAD",2.2,3.1,3.8013239,7.547669975,4,30.1906799,15.2052956,1.09999953543478,1.54999934538537,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4013",17,9,"5159","Campomanesia adamantium",2.2,"2.1","2.2","CAAD",2.1,2.2,3.463602975,3.8013239,4,15.2052956,13.8544119,1.04999955655138,1.09999953543478,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"4014",17,9,"5160","Campomanesia adamantium",2.2,"1.1+1.3+2.6","3.2","CAAD",2.6,3.2,7.58693985,8.0424704,4,32.1698816,30.3477594,1.55402637047663,1.59999932426877,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",3,NA
"4015",17,9,"5161","Myrcia fallax",2.8,"3.2","4","MYFA",3.2,4,8.0424704,12.56636,4,50.26544,32.1698816,1.59999932426877,1.99999915533596,"tree","Myrcia splendens","(Sw.) DC.",3,NA
"4016",17,9,"5162","Ocotea corymbosa",2,"1","4","OCCO",1,4,0.7853975,12.56636,4,50.26544,3.14159,0.499999788833989,1.99999915533596,"tree","Ocotea corymbosa","(Meisn.) Mez",3,NA
"4017",17,10,"5163","Ocotea corymbosa",6.5,"9","9.5","OCCO",9,9.5,63.6171975,70.882124375,1,70.882124375,63.6171975,4.4999980995059,4.7499979939229,"tree","Ocotea corymbosa","(Meisn.) Mez",5,NA
"4018",17,10,"5164","Ocotea corymbosa",5.5,"5.4","6.4","OCCO",5.4,6.4,22.9021911,32.1698816,1,32.1698816,22.9021911,2.69999885970354,3.19999864853753,"tree","Ocotea corymbosa","(Meisn.) Mez",3,NA
