"","P","Sub","Number","Species","Ht","DBH","D30","Code","Max_DBH","Max_D30","CSA_BH","CSA_30","Density_expand","CSA_30_expand","CSA_BH_expand","DBH_eff","D30_eff","Life.Form","Phylo.name","Authority","Light.code","Char.height"
"1868",8,1,"1717","Rapanea umbellata",5,"4.5+2.4","5.8","RAUM",4.5,5.8,20.428188975,26.4207719,1,26.4207719,20.428188975,2.54999892305334,2.89999877523714,"tree","Myrsine umbellata","Mart.",NA,NA
"1869",8,1,"1718","Myrcia fallax",2.6,"2","3.2","MYFA",2,3.2,3.14159,8.0424704,4,32.1698816,12.56636,0.999999577667978,1.59999932426877,"tree","Myrcia splendens","(Sw.) DC.",1,0
"1870",8,1,"1719","Rapanea umbellata",4.5,"2.4","2.8","RAUM",2.4,2.8,4.5238896,6.1575164,4,24.6300656,18.0955584,1.19999949320157,1.39999940873517,"tree","Myrsine umbellata","Mart.",2,0
"1871",8,1,"1720","Rapanea umbellata",4.5,"2.2","2.4","RAUM",2.2,2.4,3.8013239,4.5238896,4,18.0955584,15.2052956,1.09999953543478,1.19999949320157,"tree","Myrsine umbellata","Mart.",NA,NA
"1872",8,1,"1721","Rapanea umbellata",3.5,"1.8","2.1","RAUM",1.8,2.1,2.5446879,3.463602975,4,13.8544119,10.1787516,0.89999961990118,1.04999955655138,"tree","Myrsine umbellata","Mart.",2,0
"1873",8,1,"1722","Rapanea umbellata",5,"2.6","2.9","RAUM",2.6,2.9,5.3092871,6.605192975,4,26.4207719,21.2371484,1.29999945096837,1.44999938761857,"tree","Myrsine umbellata","Mart.",2,0
"1874",8,1,"1723","Rapanea umbellata",3.5,"2.6","3","RAUM",2.6,3,5.3092871,7.0685775,4,28.27431,21.2371484,1.29999945096837,1.49999936650197,"tree","Myrsine umbellata","Mart.",3,0
"1875",8,1,"1724","Rapanea umbellata",4.5,"1.5","1.5","RAUM",1.5,1.5,1.767144375,1.767144375,4,7.0685775,7.0685775,0.749999683250984,0.749999683250984,"tree","Myrsine umbellata","Mart.",2,0
"1876",8,1,"1725","Rapanea umbellata",2.2,"1","1.3","RAUM",1,1.3,0.7853975,1.327321775,4,5.3092871,3.14159,0.499999788833989,0.649999725484186,"tree","Myrsine umbellata","Mart.",1,0
"1877",8,1,"2048","Gochnatia polymorpha",4.5,"9.4","9.5","GOPO",9.4,9.5,69.3977231,70.882124375,1,70.882124375,69.3977231,4.6999980150395,4.7499979939229,"tree","Gochnatia polymorpha","(Less.) G. Sancho",3,0
"1878",8,2,"1726","Miconia ligustroides",6,"9.2","10.9","MILI",9.2,10.9,66.4760444,93.313076975,1,93.313076975,66.4760444,4.5999980572727,5.44999769829048,"treelet","Miconia ligustroides","(DC.) Naudin",3,0
"1879",8,2,"1727","Miconia ligustroides",6,"6.5","8.4","MILI",6.5,8.4,33.183044375,55.4176476,1,55.4176476,33.183044375,3.24999862742093,4.19999822620551,"treelet","Miconia ligustroides","(DC.) Naudin",1,0
"1880",8,2,"1728","Miconia ligustroides",3,"5.8","6.7","MILI",5.8,6.7,26.4207719,35.256493775,1,35.256493775,26.4207719,2.89999877523714,3.34999858518773,"treelet","Miconia ligustroides","(DC.) Naudin",3,0
"1881",8,2,"1729","Plenckia populnea",7,"8.9","10.5","PLPO",8.9,10.5,62.211335975,86.590074375,1,86.590074375,62.211335975,4.4499981206225,5.24999778275689,"tree","Plenckia populnea","Reissek",3,0
"1882",8,2,"1730","Machaerium acutifolium",7,"5.9","7.2","MAAC",5.9,7.2,27.339686975,40.7150064,1,40.7150064,27.339686975,2.94999875412054,3.59999847960472,"tree","Machaerium acutifolium","Vogel",3,0
"1883",8,2,"1731","Terminalia glabrescens",5,"6.5","7.7","TEGL",6.5,7.7,33.183044375,46.566217775,1,46.566217775,33.183044375,3.24999862742093,3.84999837402172,"tree","Terminalia glabrescens","Mart.",2,0
"1884",8,2,"1732","Symplocos pubescens",8,"10.4","12.4","SYPU",10.4,12.4,84.9485936,120.7627196,1,120.7627196,84.9485936,5.19999780387349,6.19999738154147,"treelet","Symplocos pubescens","Klotzsch ex Benth.",5,0
"1885",8,2,"1733","Pera obovata",7,"22.1","26.7","PEOB",22.1,26.7,383.595992975,559.902023775,1,559.902023775,383.595992975,11.0499953332312,13.3499943618675,"tree","Pera glabrata","(Schott) Poepp. ex Baill.",3,0
"1886",8,2,"1734","Symplocos pubescens",6,"5","6.4","SYPU",5,6.4,19.6349375,32.1698816,1,32.1698816,19.6349375,2.49999894416995,3.19999864853753,"treelet","Symplocos pubescens","Klotzsch ex Benth.",3,0
"1887",8,2,"1735","Plenckia populnea",5,"7.6","8.9","PLPO",7.6,8.9,45.3645596,62.211335975,1,62.211335975,45.3645596,3.79999839513832,4.4499981206225,"tree","Plenckia populnea","Reissek",4,0
"1888",8,2,"1736","Miconia ligustroides",6,"9.5","11.6","MILI",9.5,11.6,70.882124375,105.6830876,1,105.6830876,70.882124375,4.7499979939229,5.79999755047427,"treelet","Miconia ligustroides","(DC.) Naudin",4,0
"1889",8,2,"1737","Machaerium acutifolium",6,"15","16.3","MAAC",15,16.3,176.7144375,208.672261775,1,208.672261775,176.7144375,7.49999683250984,8.14999655799402,"tree","Machaerium acutifolium","Vogel",4,0
"1890",8,2,"1738","Plenckia populnea",6,"9.5+7.5","12.2","PLPO",9.5,12.2,115.06073375,116.8985639,1,116.8985639,115.06073375,6.05185666256116,6.09999742377467,"tree","Plenckia populnea","Reissek",4,0
"1891",8,2,"1739","Rapanea umbellata",6,"5.5","6.2","RAUM",5.5,6.2,23.758274375,30.1906799,1,30.1906799,23.758274375,2.74999883858694,3.09999869077073,"tree","Myrsine umbellata","Mart.",3,0
"1892",8,2,"1740","Rapanea umbellata",6,"5.6","6.3","RAUM",5.6,6.3,24.6300656,31.172426775,1,31.172426775,24.6300656,2.79999881747034,3.14999866965413,"tree","Myrsine umbellata","Mart.",3,0
"1893",8,2,"1741","Pera obovata",6,"5","6","PEOB",5,6,19.6349375,28.27431,1,28.27431,19.6349375,2.49999894416995,2.99999873300394,"tree","Pera glabrata","(Schott) Poepp. ex Baill.",3,0
"1894",8,2,"1742","Rapanea umbellata",8,"12.3+10.9+10.6","13.2+11.3+11.4","RAUM",12.3,13.2,300.38312785,339.205326275,1,339.205326275,300.38312785,9.77828815475718,10.3909772783666,"tree","Myrsine umbellata","Mart.",5,0
"1895",8,2,"1743","Plenckia populnea",3.7,"4","4.8","PLPO",4,4.8,12.56636,18.0955584,4,72.3822336,50.26544,1.99999915533596,2.39999898640315,"tree","Plenckia populnea","Reissek",2,0
"1896",8,2,"1744","Rapanea umbellata",4.5,"2.5","3","RAUM",2.5,3,4.908734375,7.0685775,4,28.27431,19.6349375,1.24999947208497,1.49999936650197,"tree","Myrsine umbellata","Mart.",3,0
"1897",8,2,"1745","Rapanea umbellata",3.7,"1.6","1.9","RAUM",1.6,1.9,2.0106176,2.835284975,4,11.3411399,8.0424704,0.799999662134383,0.949999598784579,"tree","Myrsine umbellata","Mart.",1,0
"1898",8,2,"1746","Plenckia populnea",3.3,"3.4+2.8","4.1","PLPO",3.4,4.1,15.2367115,13.202531975,4,52.8101279,60.946846,2.20227062446473,2.04999913421936,"tree","Plenckia populnea","Reissek",3,0
"1899",8,2,"1747","Rapanea umbellata",5,"3.3","3.8","RAUM",3.3,3.8,8.552978775,11.3411399,4,45.3645596,34.2119151,1.64999930315216,1.89999919756916,"tree","Myrsine umbellata","Mart.",2,0
"1900",8,2,"1748","Rapanea umbellata",3.5,"1.7","2.1","RAUM",1.7,2.1,2.269798775,3.463602975,4,13.8544119,9.0791951,0.849999641017781,1.04999955655138,"tree","Myrsine umbellata","Mart.",NA,NA
"1901",8,2,"1749","Campomanesia adamantium",1.9,"1.4+1.5","2.4+2.9","CAAD",1.5,2.9,3.306523475,11.129082575,4,44.5163303,13.2260939,1.02591379315773,1.88215222757838,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",1,0
"1902",8,2,"1750","Miconia albicans",3.2,"2.2+1+1","3.3","MIAL",2.2,3.3,5.3721189,8.552978775,4,34.2119151,21.4884756,1.30766913079142,1.64999930315216,"treelet","Miconia albicans","(Sw.) Steud",2,0
"1903",8,2,"1751","Rapanea umbellata",5.5,"4.5","5.3","RAUM",4.5,5.3,15.904299375,22.061815775,1,22.061815775,15.904299375,2.24999904975295,2.64999888082014,"tree","Myrsine umbellata","Mart.",4,12
"1904",8,2,"1752","Myrcia fallax",2.5,"1.1","1.4","MYFA",1.1,1.4,0.950330975,1.5393791,4,6.1575164,3.8013239,0.549999767717388,0.699999704367585,"tree","Myrcia splendens","(Sw.) DC.",NA,NA
"1905",8,2,"1753","Miconia albicans",3,"1.7+1","3.7+2.2","MIAL",1.7,3.7,3.055196275,14.553415675,4,58.2136627,12.2207851,0.986153729681327,2.1523234160076,"treelet","Miconia albicans","(Sw.) Steud",3,0
"1906",8,2,"1754","Rapanea umbellata",3.5,"2.1","2.4","RAUM",2.1,2.4,3.463602975,4.5238896,4,18.0955584,13.8544119,1.04999955655138,1.19999949320157,"tree","Myrsine umbellata","Mart.",2,15
"1907",8,2,"1755","Rapanea umbellata",3.7,"1.6+1.5","1.9+1.8","RAUM",1.6,1.9,3.777761975,5.379972875,4,21.5198915,15.1110479,1.09658514684985,1.3086246801559,"tree","Myrsine umbellata","Mart.",1,0
"1908",8,2,"1756","Tapirira guianensis",3.4,"1.9","2.4","TAGU",1.9,2.4,2.835284975,4.5238896,4,18.0955584,11.3411399,0.949999598784579,1.19999949320157,"tree","Tapirira guianensis","Aubl.",2,0
"1909",8,3,"1757","Machaerium acutifolium",4,"11","12.3","MAAC",11,12.3,95.0330975,118.822787775,1,118.822787775,95.0330975,5.49999767717388,6.14999740265807,"tree","Machaerium acutifolium","Vogel",2,5
"1910",8,3,"1758","Plenckia populnea",4,"6.5","7.1","PLPO",6.5,7.1,33.183044375,39.591887975,1,39.591887975,33.183044375,3.24999862742093,3.54999850072132,"tree","Plenckia populnea","Reissek",2,15
"1911",8,3,"1759","Machaerium acutifolium",5,"7.6","9.1","MAAC",7.6,9.1,45.3645596,65.038766975,1,65.038766975,45.3645596,3.79999839513832,4.5499980783893,"tree","Machaerium acutifolium","Vogel",2,27
"1912",8,3,"1760","Terminalia glabrescens",6,"7.9+7","8.7+7.7","TEGL",7.9,8.7,87.501135475,106.01295455,1,106.01295455,87.501135475,5.27754454969351,5.80904221854325,"tree","Terminalia glabrescens","Mart.",3,0
"1913",8,3,"1761","Machaerium acutifolium",8,"14.5","16.6","MAAC",14.5,16.6,165.129824375,216.4241351,1,216.4241351,165.129824375,7.24999693809284,8.29999649464422,"tree","Machaerium acutifolium","Vogel",4,0
"1914",8,3,"1762","Symplocos pubescens",5,"5.2","5","SYPU",5.2,5,21.2371484,19.6349375,4,78.53975,84.9485936,2.59999890193674,2.49999894416995,"treelet","Symplocos pubescens","Klotzsch ex Benth.",3,0
"1915",8,3,"1763","Machaerium acutifolium",6,"10.5","13","MAAC",10.5,13,86.590074375,132.7321775,1,132.7321775,86.590074375,5.24999778275689,6.49999725484186,"tree","Machaerium acutifolium","Vogel",NA,NA
"1916",8,3,"1764","Machaerium acutifolium",2.8,"7.3","7.8","MAAC",7.3,7.8,41.853832775,47.7835839,1,47.7835839,41.853832775,3.64999845848812,3.89999835290511,"tree","Machaerium acutifolium","Vogel",NA,NA
"1917",8,3,"1765","Pera obovata",7,"6.2","7.1","PEOB",6.2,7.1,30.1906799,39.591887975,1,39.591887975,30.1906799,3.09999869077073,3.54999850072132,"tree","Pera glabrata","(Schott) Poepp. ex Baill.",5,0
"1918",8,3,"1766","Terminalia glabrescens",7,"7.3+6.1","10.5+5.6","TEGL",7.3,10.5,71.07847375,111.220139975,1,111.220139975,71.07847375,4.75657238875643,5.94999748712447,"tree","Terminalia glabrescens","Mart.",NA,NA
"1919",8,3,"1767","Rapanea umbellata",7,"10.3+8.4","17.2","RAUM",10.3,17.2,138.740468375,232.3519964,1,232.3519964,138.740468375,6.64548438396571,8.59999636794461,"tree","Myrsine umbellata","Mart.",4,67
"1920",8,3,"1768","Rapanea umbellata",7,"5.8","7.2","RAUM",5.8,7.2,26.4207719,40.7150064,1,40.7150064,26.4207719,2.89999877523714,3.59999847960472,"tree","Myrsine umbellata","Mart.",3,60
"1921",8,3,"1769","Ocotea corymbosa",7,"8.4","9.5","OCCO",8.4,9.5,55.4176476,70.882124375,1,70.882124375,55.4176476,4.19999822620551,4.7499979939229,"tree","Ocotea corymbosa","(Meisn.) Mez",4,50
"1922",8,3,"1770","Ocotea corymbosa",7,"5.6","6","OCCO",5.6,6,24.6300656,28.27431,1,28.27431,24.6300656,2.79999881747034,2.99999873300394,"tree","Ocotea corymbosa","(Meisn.) Mez",4,62
"1923",8,3,"1771","Miconia ligustroides",6,"11","12","MILI",11,12,95.0330975,113.09724,1,113.09724,95.0330975,5.49999767717388,5.99999746600787,"treelet","Miconia ligustroides","(DC.) Naudin",4,0
"1924",8,3,"1772","Rapanea umbellata",6,"4.9","5.7","RAUM",4.9,5.7,18.857393975,25.517564775,1,25.517564775,18.857393975,2.44999896528655,2.84999879635374,"tree","Myrsine umbellata","Mart.",3,0
"1925",8,3,"1773","Ocotea corymbosa",6,"4","5.2","OCCO",4,5.2,12.56636,21.2371484,1,21.2371484,12.56636,1.99999915533596,2.59999890193674,"tree","Ocotea corymbosa","(Meisn.) Mez",3,0
"1926",8,3,"1774","Daphnopsis racemosa",1.7,"1.6+1.9+1.9","4.7","DARA",1.9,4.7,7.68118755,17.349430775,4,69.3977231,30.7247502,1.5636489167319,2.34999900751975,"tree","Daphnopsis racemosa","Griseb.",1,0
"1927",8,3,"1775","Campomanesia adamantium",1.6,"1.2","2.1","CAAD",1.2,2.1,1.1309724,3.463602975,4,13.8544119,4.5238896,0.599999746600787,1.04999955655138,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",NA,NA
"1928",8,3,"1776","Campomanesia adamantium",1.6,"1.5","2.4","CAAD",1.5,2.4,1.767144375,4.5238896,4,18.0955584,7.0685775,0.749999683250984,1.19999949320157,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",1,0
"1929",8,3,"1777","Myrcia fallax",5,"4.4","4.1","MYFA",4.4,4.1,15.2052956,13.202531975,4,52.8101279,60.8211824,2.19999907086955,2.04999913421936,"tree","Myrcia splendens","(Sw.) DC.",NA,0
"1930",8,3,"1778","Campomanesia adamantium",1.9,"1.5","2.1","CAAD",1.5,2.1,1.767144375,3.463602975,4,13.8544119,7.0685775,0.749999683250984,1.04999955655138,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",1,0
"1931",8,3,"1779","Campomanesia adamantium",1.7,"1.5","2.1","CAAD",1.5,2.1,1.767144375,3.463602975,4,13.8544119,7.0685775,0.749999683250984,1.04999955655138,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",1,0
"1932",8,3,"1780","Matayba elaeagnoides",2.5,"1.2","1.5","MAEL",1.2,1.5,1.1309724,1.767144375,4,7.0685775,4.5238896,0.599999746600787,0.749999683250984,"tree","Matayba elaeagnoides","Radlk.",2,0
"1933",8,3,"1781","Symplocos pubescens",4,"2.9","3.5","SYPU",2.9,3.5,6.605192975,9.621119375,4,38.4844775,26.4207719,1.44999938761857,1.74999926091896,"treelet","Symplocos pubescens","Klotzsch ex Benth.",NA,NA
"1934",8,3,"1782","Vochysia tucanorum",2.4,"1.8","3","VOTU",1.8,3,2.5446879,7.0685775,4,28.27431,10.1787516,0.89999961990118,1.49999936650197,"tree","Vochysia tucanorum","",1,0
"1935",8,3,"1783","Rapanea umbellata",3.5,"1.1","1.3","RAUM",1.1,1.3,0.950330975,1.327321775,4,5.3092871,3.8013239,0.549999767717388,0.649999725484186,"tree","Myrsine umbellata","Mart.",NA,NA
"1936",8,3,"1784","Miconia ligustroides",4,"2.8","3.7","MILI",2.8,3.7,6.1575164,10.752091775,4,43.0083671,24.6300656,1.39999940873517,1.84999921868576,"treelet","Miconia ligustroides","(DC.) Naudin",NA,NA
"1937",8,3,"1785","Rapanea umbellata",4.5,"2.2","2.7","RAUM",2.2,2.7,3.8013239,5.725547775,4,22.9021911,15.2052956,1.09999953543478,1.34999942985177,"tree","Myrsine umbellata","Mart.",3,5
"1938",8,3,"1786","Roupala montana",1.5,"2.2+1.1","3.7","ROMO",2.2,3.7,4.751654875,10.752091775,4,43.0083671,19.0066195,1.22983686822517,1.84999921868576,"tree","Roupala montana","Aubl.",1,5
"1939",8,3,"1787","Miconia ligustroides",3.5,"2+1.6+1.1","2.3+1.7+1.2","MILI",2,2.3,6.102538575,7.55552395,4,30.2220958,24.4101543,1.3937353978573,1.55080558697195,"treelet","Miconia ligustroides","(DC.) Naudin",2,5
"1940",8,4,"1788","Ocotea corymbosa",8,"9.6","10.7","OCCO",9.6,10.7,72.3822336,89.920159775,1,89.920159775,72.3822336,4.7999979728063,5.34999774052368,"tree","Ocotea corymbosa","(Meisn.) Mez",5,0
"1941",8,4,"1789","Machaerium brasiliense",8,"9.9","11.3","MABR",9.9,11.3,76.976808975,100.287406775,1,100.287406775,76.976808975,4.94999790945649,5.64999761382408,"tree","Machaerium brasiliense","Vogel",4,9
"1942",8,4,"1790","Gochnatia polymorpha",7,"15.9","11.3","GOPO",15.9,11.3,198.556341975,100.287406775,1,100.287406775,198.556341975,7.94999664246043,5.64999761382408,"tree","Gochnatia polymorpha","(Less.) G. Sancho",3,0
"1943",8,4,"1791","Machaerium acutifolium",6,"10.5","9.7","MAAC",10.5,9.7,86.590074375,73.898050775,1,73.898050775,86.590074375,5.24999778275689,4.84999795168969,"tree","Machaerium acutifolium","Vogel",2,18
"1944",8,4,"1792","Gochnatia polymorpha",6,"7.4","9.7","GOPO",7.4,9.7,43.0083671,73.898050775,1,73.898050775,43.0083671,3.69999843737152,4.84999795168969,"tree","Gochnatia polymorpha","(Less.) G. Sancho",3,0
"1945",8,4,"1793","Gochnatia polymorpha",6,"7.5","11.3","GOPO",7.5,11.3,44.178609375,100.287406775,1,100.287406775,44.178609375,3.74999841625492,5.64999761382408,"tree","Gochnatia polymorpha","(Less.) G. Sancho",3,0
"1946",8,4,"1794","Tabebuia ochracea",2.3,"5.4","7.7","TAOC",5.4,7.7,22.9021911,46.566217775,1,46.566217775,22.9021911,2.69999885970354,3.84999837402172,"tree","Handroanthus ochraceus","(Cham.) Mattos",3,0
"1947",8,4,"1795","Miconia ligustroides",5,"5.4","6.6","MILI",5.4,6.6,22.9021911,34.2119151,1,34.2119151,22.9021911,2.69999885970354,3.29999860630433,"treelet","Miconia ligustroides","(DC.) Naudin",4,0
"1948",8,4,"1796","Annona crassiflora",5.5,"9.5","10","ANCR",9.5,10,70.882124375,78.53975,1,78.53975,70.882124375,4.7499979939229,4.99999788833989,"tree","Annona crassiflora","Mart.",4,49
"1949",8,4,"1797","Gochnatia polymorpha",6,"9.8","13.3","GOPO",9.8,13.3,75.4295759,138.928963775,1,138.928963775,75.4295759,4.89999793057309,6.64999719149206,"tree","Gochnatia polymorpha","(Less.) G. Sancho",3,5
"1950",8,4,"1798","Miconia ligustroides",6,"6.5","7.4","MILI",6.5,7.4,33.183044375,43.0083671,1,43.0083671,33.183044375,3.24999862742093,3.69999843737152,"treelet","Miconia ligustroides","(DC.) Naudin",2,0
"1951",8,4,"1799","Vochysia tucanorum",3.5,"5.4","6.8","VOTU",5.4,6.8,22.9021911,36.3167804,1,36.3167804,22.9021911,2.69999885970354,3.39999856407113,"tree","Vochysia tucanorum","",2,22
"1952",8,4,"1800","Rapanea umbellata",3,"2.4","2.6","RAUM",2.4,2.6,4.5238896,5.3092871,4,21.2371484,18.0955584,1.19999949320157,1.29999945096837,"tree","Myrsine umbellata","Mart.",2,57
"1953",8,4,"1801","Miconia albicans",2.5,"1.1","1.6","MIAL",1.1,1.6,0.950330975,2.0106176,4,8.0424704,3.8013239,0.549999767717388,0.799999662134383,"treelet","Miconia albicans","(Sw.) Steud",1,28
"1954",8,4,"1802","Myrcia fallax",3.5,"2.3","2.4","MYFA",2.3,2.4,4.154752775,4.5238896,4,18.0955584,16.6190111,1.14999951431817,1.19999949320157,"tree","Myrcia splendens","(Sw.) DC.",NA,32
"1955",8,4,"1803","Rapanea umbellata",2.5,"2.6","2.7","RAUM",2.6,2.7,5.3092871,5.725547775,4,22.9021911,21.2371484,1.29999945096837,1.34999942985177,"tree","Myrsine umbellata","Mart.",2,14
"1956",8,4,"1804","Miconia albicans",2.5,"1.2+1","1.5+1.2","MIAL",1.2,1.5,1.9163699,2.898116775,4,11.5924671,7.6654796,0.781024637738812,0.960468229978267,"treelet","Miconia albicans","(Sw.) Steud",2,21
"1957",8,4,"1805","Rapanea umbellata",2.5,"1","1.6","RAUM",1,1.6,0.7853975,2.0106176,4,8.0424704,3.14159,0.499999788833989,0.799999662134383,"tree","Myrsine umbellata","Mart.",2,5
"1958",8,4,"1806","Symplocos pubescens",4,"3.2","4.2","SYPU",3.2,4.2,8.0424704,13.8544119,4,55.4176476,32.1698816,1.59999932426877,2.09999911310275,"treelet","Symplocos pubescens","Klotzsch ex Benth.",3,20
"1959",8,4,"1807","Vochysia tucanorum",3.5,"3.9","4.7","VOTU",3.9,4.7,11.945895975,17.349430775,4,69.3977231,47.7835839,1.94999917645256,2.34999900751975,"tree","Vochysia tucanorum","",4,9
"1960",8,4,"1808","Rapanea umbellata",2.5,"1","1.5","RAUM",1,1.5,0.7853975,1.767144375,4,7.0685775,3.14159,0.499999788833989,0.749999683250984,"tree","Myrsine umbellata","Mart.",2,10
"1961",8,4,"1809","Rapanea umbellata",2.5,"1.3","1.4","RAUM",1.3,1.4,1.327321775,1.5393791,4,6.1575164,5.3092871,0.649999725484186,0.699999704367585,"tree","Myrsine umbellata","Mart.",2,5
"1962",8,4,"1810","Rapanea umbellata",3.5,"3.3+2.5","2.3+3.0","RAUM",3.3,3,13.46171315,11.223330275,4,44.8933211,53.8468526,2.07002328021096,1.89010501889137,"tree","Myrsine umbellata","Mart.",2,53
"1963",8,4,"1811","Miconia albicans",2.8,"1.9+1.7+1","2.7+2.5+2.1","MIAL",1.9,2.7,5.89048125,14.097885125,4,56.3915405,23.561925,1.36930581546098,2.11837112177515,"treelet","Miconia albicans","(Sw.) Steud",2,5
"1964",8,4,"1812","Myrcia fallax",3,"2.8","3.8","MYFA",2.8,3.8,6.1575164,11.3411399,4,45.3645596,24.6300656,1.39999940873517,1.89999919756916,"tree","Myrcia splendens","(Sw.) DC.",3,72
"1965",8,4,"1813","Campomanesia adamantium",2.3,"2","2","CAAD",2,2,3.14159,3.14159,4,12.56636,12.56636,0.999999577667978,0.999999577667978,"shrub","Campomanesia adamantium","(Cambess.) O.Berg",2,5
"1966",8,4,"1814","Vochysia tucanorum",3,"3","4.3","VOTU",3,4.3,7.0685775,14.521999775,4,58.0879991,28.27431,1.49999936650197,2.14999909198615,"tree","Vochysia tucanorum","",3,5
"1967",8,4,"1815","Symplocos pubescens",2.8,"2","2.7","SYPU",2,2.7,3.14159,5.725547775,4,22.9021911,12.56636,0.999999577667978,1.34999942985177,"treelet","Symplocos pubescens","Klotzsch ex Benth.",3,0
"1968",8,4,"1816","Machaerium acutifolium",2.2,"2.8","11.2","MAAC",2.8,11.2,6.1575164,98.5202624,1,98.5202624,6.1575164,1.39999940873517,5.59999763494068,"tree","Machaerium acutifolium","Vogel",3,0
"1969",8,5,"1817","Machaerium brasiliense",6,"9","9.1","MABR",9,9.1,63.6171975,65.038766975,1,65.038766975,63.6171975,4.4999980995059,4.5499980783893,"tree","Machaerium brasiliense","Vogel",3,5
"1970",8,5,"1818","Leptolobium elegans",5,"10.5","11.5","LEEL",10.5,11.5,86.590074375,103.868819375,1,103.868819375,86.590074375,5.24999778275689,5.74999757159087,"tree","Leptolobium elegans","Vogel",2,28
"1971",8,5,"1819","Roupala montana",4,"8","9.5","ROMO",8,9.5,50.26544,70.882124375,1,70.882124375,50.26544,3.99999831067191,4.7499979939229,"tree","Roupala montana","Aubl.",2,40
"1972",8,5,"1820","Miconia ligustroides",4.5,"6","6.1","MILI",6,6.1,28.27431,29.224640975,1,29.224640975,28.27431,2.99999873300394,3.04999871188733,"treelet","Miconia ligustroides","(DC.) Naudin",2,0
"1973",8,5,"1821","Symplocos pubescens",5.5,"6.3","6.7","SYPU",6.3,6.7,31.172426775,35.256493775,1,35.256493775,31.172426775,3.14999866965413,3.34999858518773,"treelet","Symplocos pubescens","Klotzsch ex Benth.",2,29
"1974",8,5,"1822","Vochysia tucanorum",6,"8.4","10.8","VOTU",8.4,10.8,55.4176476,91.6087644,1,91.6087644,55.4176476,4.19999822620551,5.39999771940708,"tree","Vochysia tucanorum","",2,30
"1975",8,5,"1823","Gochnatia polymorpha",5,"8","9","GOPO",8,9,50.26544,63.6171975,1,63.6171975,50.26544,3.99999831067191,4.4999980995059,"tree","Gochnatia polymorpha","(Less.) G. Sancho",4,0
"1976",8,5,"1824","Rapanea umbellata",7,"8.8+10.2","12.1+9.7","RAUM",10.2,12.1,142.5339383,188.88809875,1,188.88809875,142.5339383,6.73572280290693,7.75402793485973,"tree","Myrsine umbellata","Mart.",NA,NA
"1977",8,5,"1825","Tapirira guianensis",7,"9.7","10.1","TAGU",9.7,10.1,73.898050775,80.118398975,1,80.118398975,73.898050775,4.84999795168969,5.04999786722329,"tree","Tapirira guianensis","Aubl.",NA,NA
"1978",8,5,"1826","Platypodium elegans",6,"12.5","15.8","PLEL",12.5,15.8,122.718359375,196.0666319,1,196.0666319,122.718359375,6.24999736042486,7.89999666357703,"tree","Platypodium elegans","Vogel",3,0
"1979",8,5,"1827","Rapanea umbellata",6,"5","6.1","RAUM",5,6.1,19.6349375,29.224640975,1,29.224640975,19.6349375,2.49999894416995,3.04999871188733,"tree","Myrsine umbellata","Mart.",3,0
"1980",8,5,"1828","Ocotea corymbosa",6,"5.8","6.4","OCCO",5.8,6.4,26.4207719,32.1698816,1,32.1698816,26.4207719,2.89999877523714,3.19999864853753,"tree","Ocotea corymbosa","(Meisn.) Mez",2,20
"1981",8,5,"1829","Qualea cordata",6.5,"6.4","8.7","QUCO",6.4,8.7,32.1698816,59.446736775,1,59.446736775,32.1698816,3.19999864853753,4.34999816285571,"tree","Qualea cordata","",2,26
"1982",8,5,"1830","Pera obovata",10,"16.9+20","30.8","PEOB",20,30.8,538.476379975,745.0594844,1,745.0594844,538.476379975,13.0920722279745,15.3999934960869,"tree","Pera glabrata","(Schott) Poepp. ex Baill.",5,5
"1983",8,5,"1831","Ocotea corymbosa",5,"5.5","6.3","OCCO",5.5,6.3,23.758274375,31.172426775,1,31.172426775,23.758274375,2.74999883858694,3.14999866965413,"tree","Ocotea corymbosa","(Meisn.) Mez",2,5
"1984",8,5,"1832","Rapanea umbellata",7,"9.5+8.3","11.9+9.3","RAUM",9.5,11.9,124.98815815,179.14916975,1,179.14916975,124.98815815,6.30753251240516,7.55148672997861,"tree","Myrsine umbellata","Mart.",2,5
"1985",8,5,"1833","Machaerium acutifolium",7,"14.4","15.5","MAAC",14.4,15.5,162.8600256,188.691749375,1,188.691749375,162.8600256,7.19999695920944,7.74999672692683,"tree","Machaerium acutifolium","Vogel",3,50
"1986",8,5,"1834","Rapanea umbellata",5.5,"4.9","5.8","RAUM",4.9,5.8,18.857393975,26.4207719,1,26.4207719,18.857393975,2.44999896528655,2.89999877523714,"tree","Myrsine umbellata","Mart.",3,0
"1987",8,5,"1835","Myrcia fallax",3,"3+2","3.5","MYFA",3,3.5,10.2101675,9.621119375,4,38.4844775,40.84067,1.80277487636211,1.74999926091896,"tree","Myrcia splendens","(Sw.) DC.",1,0
