"","Code","N","Leaf_size","Leaf_thickness","Max_height","Height_at_10cm","Crown_ratio_at_10cm","SLA","Bark_at_10cm","Bark_at_8mm","Wood_density","FG","Habit"
"1","AEVE",6,6025.82888916667,0.341111111111111,0,186.891304347826,0.613262628442289,98.8634372666667,12.02620183224,1.27434068882734,0.425399702,"",""
"2","ALED",4,7753.0858518,0.291333333333333,0,387.897325154675,0.721311897973238,72.384487024,4.18800946570065,0.585363019916291,0.7972590284,"",""
"3","AMIN",5,5158.53812533333,0.235555555555556,0,509.932285011188,0.668759606809941,124.312228016667,4.05210400091273,0.685472460249536,0.719115994,"",""
"4","ANCA",1,8288.9162855,0.181666666666667,0,1367.58241758242,0.295007607776839,151.54454835,7.11139619955432,1.17655746364859,0.266446861,"",""
"5","ANCO",6,4662.72084433333,0.465555555555556,0,260.831825037707,0.593462405577784,72.9540577516667,10.0647024352374,1.89486158625069,0.3997264335,"",""
"6","ANCR",6,4857.82356171429,0.345714285714286,0,309.119445960442,0.51041867854928,69.32184481,21.1636458557348,1.63154219554784,0.372258546571429,"",""
"7","ANDI",2,10233.4578214,0.473333333333333,0,182.097433952724,1.06347173992305,114.497480302,3.59839416640002,1.15564961785479,0.3241228446,"",""
"8","ANFA",5,7.3282361042,0.176666666666667,0,360.416681970103,0.249410321085433,48.37191453,28.3087935889557,1.23107616830669,0.6388030136,"",""
"9","BADR",0,88.4078313066667,0.186111111111111,0,376.809794975365,0.298062489793889,91.47928508,2.88015550052749,0.57651719527085,0.547898852166667,"",""
"10","BALO",5,5804.3213876,0.382,0,440.379426644182,0.381376113748216,114.20866211,4.63643888116052,0.957288341270916,0.7607245802,"",""
"11","BARU",1,5797.3977878,0.436,0,475.973128934484,0.348619072287876,86.329107008,2.9245894411225,0.904098582345393,0.6177401052,"",""
"12","BOVI",3,797.77223698,0.247333333333333,0,233.600576540782,0.623899779437743,86.55506444,13.9184975701962,1.88461462337829,0.567884798,"",""
"13","BYBA",0,13985.32434,0.493333333333333,0,500,0.62,64.4519651,12.4283721735199,1.27,0.490272374,"",""
"14","BYCO",3,2790.4772316,0.323333333333333,0,354.296174653282,0.492072112717055,81.761138718,12.1444122625934,1.37544321561262,0.6895979772,"",""
"15","CAAD",3,1331.67631852,0.332666666666667,0,186.170405352224,0.744127950125619,67.639746222,2.03236935761963,0.735829034154962,0.719158424,"",""
"16","CABR",4,6705.3657454,0.454666666666667,0,140.318553092182,0.633630045067968,75.11612722,17.2274578237172,0.816920605110126,0.5903615052,"",""
"17","CAGU",10,2736.600614,0.283333333333333,0,461.692849271458,0.472121748339954,143.005872458,2.04664974062808,0.859845755212157,0.6908990396,"",""
"18","CALU",1,1355.626761,0.41,0,700,0.828571428571429,62.21587651,7.74491994393208,1.165,0.728271728,"",""
"19","CASY",3,981.40981375,0.170555555555556,0,326.975233970684,0.568133983933932,113.4738388,4.86553060109303,0.994416149554788,0.6609211425,"",""
"20","CESE",0,1412.043771,0.166666666666667,0,192.6,0.717159420289855,173.5813898,1.27092390308853,0.626903133032174,0.6383076225,"",""
"21","CHMA",2,1148.09693574,0.232666666666667,0,376.066373145227,0.73356597012794,107.177570832,3.40314543717645,0.610117462243381,0.7072963916,"",""
"22","COLA",4,1098.27294948333,0.165,0,497.844873181532,0.64675817271639,100.908352291667,11.3896056203674,0.708080927945987,0.516624202833333,"",""
"23","COSU",5,1506.6577282,0.366,0,217.999067081297,0.570309458473372,62.273669934,17.5703216460915,1.57840046473972,0.4494212164,"",""
"24","CUTE",2,1401.44775362,0.757333333333333,0,400.52375937195,0.597077143931478,138.137229856,3.05449990408545,0.631086262063302,0.7373822044,"",""
"25","CUVE",3,4959.7501476,0.210666666666667,0,457.092376313164,0.392369470236322,119.308988908,5.86742661105205,0.492963441837439,0.6651306272,"",""
"26","DAEL",1,1511.23642676,0.321333333333333,0,180.329314577779,0.722021331059336,77.58489149,8.25572025154892,0.684714238163408,0.6358123858,"",""
"27","DARA",5,930.09073188,0.309333333333333,0,300.724085365854,0.669031667263068,102.42494235,7.76504592263168,1.03466435076604,0.4262348364,"",""
"28","DIBU",5,10548.7854244,0.48,0,213.391443361754,0.409431598685768,65.283274516,16.3805445990658,1.6875846056708,0.4187682084,"",""
"29","DIMO",5,53.185828798,0.181333333333333,0,253.57266210492,0.617937368801087,66.11271049,15.448764112228,1.27334271123015,0.4750357888,"",""
"30","DUFU",4,3172.6805546,0.332,0,252.545721336624,0.983647280472716,52.590315598,3.13395379422064,1.41268525194052,0.6062577318,"",""
"31","ERCU",2,83.385673292,0.201333333333333,0,623.64534947716,1.05285853386317,104.50157461,1.98024124604398,1.46911248948282,0.7785812084,"",""
"32","ERGR",5,2802.5984542,0.376666666666667,0,204.933387796141,0.592489759493109,81.965149896,20.07909990024,1.92126666315746,0.3877375974,"",""
"33","ERSU",4,2782.4864778,0.278,0,203.981233243968,0.708763476513242,83.018468546,19.6229939332033,1.13189175515966,0.6006542796,"",""
"34","EUMY",4,3897.37036925,0.29,0,698.568084915686,0.318241137479233,112.767566504,5.32287045815528,0.605466738070902,0.7133427896,"",""
"35","EUPU",2,775.0659364,0.258333333333333,0,627.846153846154,0.211359877343148,82.626618605,2.0555619972565,0.728667557317621,0.691810345,"",""
"36","GOBA",4,6356.4763284,0.452666666666667,0,277.394043382301,0.643633373362972,109.334843102,5.06308247112317,0.767600175631225,0.7459366674,"",""
"37","GOPO",4,3245.42798194,0.410666666666667,0,505.520986669768,0.520074089920941,64.571231026,23.230238611717,0.801979081548045,0.618323529,"",""
"38","GUNI",5,2459.953583,0.214,0,749.085157318742,0.394989175799248,130.6850564,4.78965724516825,1.10636265096406,0.4001423552,"",""
"39","JACA",4,106.108072886,0.154666666666667,0,509.518504460049,0.539490080180017,78.136830144,3.00167719932504,0.641153959222912,0.4839413818,"",""
"40","KICO",4,5864.034767,0.392666666666667,0,188.887640749851,0.485800886403274,76.69429054,22.9032430094712,1.91120313115072,0.43617147,"",""
"41","LAHA",1,2026.463575,0.24,0,349.73010666485,0.772146412815508,125.81854782,2.73935415340128,0.636711663526599,0.5467109092,"",""
"42","LEEL",2,852.57253482,0.29,0,212.38111265096,0.697896716648084,81.825658428,19.2146872584748,1.64895379530998,0.7004165014,"",""
"43","LIMO",3,1304.32273096,0.231333333333333,0,316.815204485488,0.581497942015087,105.96176042,4.59025884074089,0.702182925163371,0.5682385654,"",""
"44","LISA",0,571.4362101,0.386,0,956.63894229854,-0.403747587834218,124.907331666667,0.762190658082749,0.42781502424985,0.6853979484,"",""
"45","LUCA",5,5463.9817062,0.253333333333333,0,760.524930117662,0.461269922110376,159.345684858,6.56968078690095,0.978613915217939,0.5407094378,"",""
"46","LUGR",4,14117.5985416,0.303333333333333,0,340.291212192276,0.52228015089169,194.614704198,10.8207742928599,1.24589619303578,0.3739187998,"",""
"47","MAAC",4,1229.3676288,0.211333333333333,0,298.494512086039,0.460385403134176,94.606068588,21.7940615829345,1.11627757914955,0.638275682,"",""
"48","MABR",5,964.36544374,0.173333333333333,0,493.87382919635,0.561355984130204,132.773065596,4.20820950258683,0.840866626383407,0.5446461634,"",""
"49","MAEL",3,1365.12865116,0.263333333333333,0,239.519386142092,0.739207818020265,80.702553038,4.16746292880285,1.09890660941229,0.6310054742,"",""
"50","MIAL",3,5345.8590505,0.3775,0,279.05388222265,0.787027024008707,62.764374445,11.2790105319017,0.871742108569184,0.69240955225,"",""
"51","MILI",3,1308.9584178,0.251333333333333,0,335.799681955971,0.636265802213478,93.070533548,6.97629020903877,1.05440017939519,0.6419342322,"",""
"52","MYFA",4,210.894541873333,0.250666666666667,0,283.806910569106,0.688826940672824,69.562113775,9.51378385157384,1.16602496264262,0.566545575666667,"",""
"53","MYLI",4,2814.9091466,0.356666666666667,0,263.757735319205,0.687575984170016,69.886893456,12.7088671479507,1.66461544458521,0.5201239562,"",""
"54","MYMU",4,510.49641264,0.222,0,584.667250594355,1.05166695992065,95.165644086,1.24280896422741,0.574422869039881,0.686089236,"",""
"55","MYTO",10,1699.69628438,0.276666666666667,0,247.68764940239,0.622565318871766,78.177133698,5.54580769214336,0.7582845970531,0.7812410558,"",""
"56","MYVE",5,1418.05532784,0.353333333333333,0,922.723564954683,0.584938356684717,69.125645602,4.9545090734888,0.914836778339779,0.789898012,"",""
"57","NECU",4,2794.0732088,0.2,0,719.503604009461,0.478482170796022,111.503659808,3.80340439933355,0.691610185183513,0.5555771528,"",""
"58","NEOP",0,NA,NA,0,1000,0.46,86.9389567,4.24137175307249,0.57,0.685628743,"",""
"59","OCCO",5,1410.84889908333,0.256666666666667,0,540.982642270572,0.86810384251038,73.7250231566667,8.09028675356725,0.856408758299991,0.614587759166667,"",""
"60","OCMI",6,2820.873337,0.217222222222222,0,522.899284143344,0.584087072988934,121.749595138333,12.8354394319499,0.820373707704476,0.600404942,"",""
"61","OCPU",10,855.36113334,0.286,0,423.104137610414,0.594604188614537,62.093077238,2.69397790301607,0.649268310444434,0.649871574,"",""
"62","OCVE",12,6015.256031,0.255555555555556,0,561.86122893723,0.325170707512164,116.231555285,9.72900476022367,0.936240023765912,0.488697248666667,"",""
"63","OUSP",5,5549.4429898,0.438666666666667,0,437.279696514661,0.773175277572585,68.010267606,12.9493971132107,1.79913981638955,0.590901634833333,"",""
"64","PEOB",5,1708.68549266,0.256,0,444.33692520486,0.575714058318904,77.209620044,5.15408752888086,0.734730535016475,0.542815699,"",""
"65","PEWI",1,4642.38762,0.273333333333333,0,675,0.548148148148148,71.98531167,10.0218108715828,1.57,0.502654867,"",""
"66","PIAX",4,14217.568592,0.402,0,309.5773568217,0.615058798064461,132.2398737,11.4650526600759,0.945303284370174,0.5718425744,"",""
"67","PIRO",1,5127.449919,0.533333333333333,0,370,0.675675675675676,55.12799185,15.5829673085242,0.59,0.426433915,"",""
"68","PLEL",4,618.52783586,0.208,0,342.444186064341,0.31151470294978,118.88087017,18.0766401381608,0.950783257334165,0.6970529618,"",""
"69","PLPO",3,2983.34535372,0.256666666666667,0,234.360313964464,0.535694219852901,77.29299389,12.1396630227596,1.35755909777529,0.6277457042,"",""
"70","PLRE",5,195.798018534,0.156666666666667,0,507.339927464557,0.192734518498201,138.361231806,13.3036887255359,0.956412015353674,0.5204944488,"",""
"71","POTO",6,7829.0591055,0.285555555555556,0,963.181994704325,-0.0920051054508753,95.12135381,19.7382141677394,1.6822511936537,0.534070578333333,"",""
"72","PRHE",5,3687.8873574,0.194,0,706.254172702651,0.5265711638833,120.547282918,3.75862695445514,0.922662193617521,0.5261088164,"",""
"73","PRMY",1,2966.818786,0.443333333333333,0,430,0.686046511627907,70.97558894,3.61986685225884,0.685,0.607826811,"",""
"74","QUCO",4,3734.930901,0.235333333333333,0,209.290222066181,0.481001745729389,106.919785184,11.8552787360052,0.87709052087801,0.624664007,"",""
"75","QUGR",5,6318.2583524,0.380666666666667,0,400.266010864778,0.696660297256199,62.657420718,15.2822169039904,1.1820737136327,0.5574552358,"",""
"76","QUMU",5,5188.2059162,0.297333333333333,0,310.183483691881,0.549607483369074,104.862559978,9.80098681862246,1.02433840800618,0.5817943682,"",""
"77","RAFE",3,1932.304098,0.263888888888889,0,230.3607826369,0.539371111759695,112.16967756,2.58626220827814,1.14438780155218,0.622897865,"",""
"78","RAGU",4,2688.7061702,0.366666666666667,0,241.894902687674,0.548003235463589,76.797392884,12.8459298379817,1.50432647493475,0.4992447896,"",""
"79","RALA",1,1147.859416,0.253333333333333,0,380,0.631578947368421,87.23643702,2.03083267245534,0.61,0.778097983,"",""
"80","RAUM",3,2434.06467608,0.386,0,402.71270718232,0.587115260049533,68.7464716,5.07466311328774,0.906346546955822,0.6849334094,"",""
"81","ROMO",5,7137.9406782,0.358,0,259.78206574283,0.569743639376905,54.87762242,9.88744926037387,1.30492165995298,0.668108318,"",""
"82","SCVI",4,2099.4135558,0.355333333333333,0,314.125043875044,0.0567375378208528,78.675113174,2.80913083057654,1.06821679240888,0.438604294,"",""
"83","SIGU",3,9145.81492783333,0.247777777777778,0,571.452321327899,0.54043799396936,136.981098765,2.94898166731071,0.891362678710695,0.589690087666667,"",""
"84","SOLY",0,9490.75277875,0.471666666666667,0,143.054815966753,2.02473181626517,111.909956872,3.77076810219102,0.852176189781523,0.5145645706,"",""
"85","STAD",2,352.7775444,0.220666666666667,0,263.19669511212,0.69688821180863,91.598996958,11.3804460110399,1.12923503105939,0.4655286348,"",""
"86","STCA",6,2725.75013463333,0.283333333333333,0,293.116118665101,0.547692600349849,77.91863308,4.59083025847645,0.664330890083343,0.564925532166667,"",""
"87","STFE",6,2908.80156733333,0.480555555555556,0,270.573227103611,0.575449925012557,63.8443451016667,19.3163864795872,0.839123138378265,0.468739767833333,"",""
"88","STPO ",1,5378.217342,0.243333333333333,0,588,0.630952380952381,142.1117561,8.22718229832939,1.305,0.475780409,"",""
"89","STRO",5,79.6943502228571,0.178333333333333,0,230.335558380048,0.507661218616857,78.5920943828571,10.7000686338965,1.29199951855975,0.432781415285714,"",""
"90","SYPU",5,2840.94775,0.308666666666667,0,439.099008857022,0.567749096324965,92.795502376,7.88475148062521,0.827982874830116,0.5151643102,"",""
"91","VOTU",3,2011.3838029,0.324,0,377.878950561988,0.76373929950752,84.3256981466667,13.6445940851224,0.91951895165457,0.488284664833333,"",""
"92","TACA",5,1424.29105842,0.221333333333333,0,250.262081650317,0.728319895170972,105.830911598,7.15515870672467,1.21913267965513,0.613289801,"",""
"93","TAGU",5,1640.12700681818,0.234545454545455,0,548.599328620182,0.650851421793367,86.5658765872727,4.01721144245123,0.6149144332938,0.582067754727273,"",""
"94","TAOC",4,2749.76989606,0.432666666666667,0,250.927544348247,0.397266727348672,61.347419242,16.412861336289,1.81360995356191,0.6227994928,"",""
"95","TEGL",4,3129.3462854,0.272,0,396.302888814876,0.414351365463488,80.093735224,8.43500225306276,0.988630193081026,0.7036905874,"",""
