P,Sub,Number,Species,Ht,DBH,D30,,,,,
21,6,5443,Gochnatia polymorpha,4,9.5+5.8,10.6+10.6,,,,,
21,6,5444,Ocotea corymbosa,5,12.1,13.5,,,,,
21,6,5445,Ocotea corymbosa,5,5.6+5.1,7.7,,,,,
21,6,5446,Gochnatia polymorpha,2.6,3.2,4.3,,,,,
21,6,5447,Erythroxylum suberosum,2,4+3.1,6,,,,,
21,6,5448,Gochnatia polymorpha,2,2+2.5,4,,,,,
21,6,5449,Gochnatia barrosii,2.5,1,2.4,,,,,
21,6,5450,Gochnatia barrosii,2.8,2,2.2,,,,,
21,6,5451,Gochnatia barrosii,3,2.1,2,,,,,
21,6,5452,Ocotea pulchella,4,3.3,3.7,,,,,
21,7,5453,Gochnatia polymorpha,6,17.6,17.8,,,,,
21,7,5454,Ocotea corymbosa,5,5.6,7.4,,,,,
21,7,5455,Ocotea corymbosa,6,8.5+12.2,9.5+13,,,,,
21,7,5456,Ocotea corymbosa,5.5,9.5,10,,,,,
21,7,5457,Gochnatia polymorpha,4.5,7.2,9.4,,,,,
21,7,5458,Gochnatia polymorpha,4,6,7.3,,,,,
21,7,5459,Ocotea pulchella,5,5.8+5.2,6.2+6,,,,,
21,7,5460,Ocotea corymbosa,5,6.5,7.6,,,,,
21,7,5461,Ocotea corymbosa,4.5,6,6.7,,,,,
21,7,5462,Gochnatia polymorpha,7,8.3+13,20.8,,,,,
21,7,5463,Ocotea corymbosa,4.5,5.5,6.2,,,,,
21,7,5464,Ocotea corymbosa,4,6.6+8.1,15,,,,,
21,7,5465,Ocotea corymbosa,8,12.6,13.4,,,,,
21,7,5466,Myrcia fallax,4.5,5.1,5.3,,,,,
21,7,5467,Myrcia fallax,4.5,19+2.2,5,,,,,
21,7,5468,Ocotea pulchella,3.5,4.1,4.5,,,,,
21,7,5469,Rapanea umbellata,2.5,2.2,3,,,,,
21,7,5470,Gochnatia barrosii,2.2,1.7+1.1+2.2,3.3,,,,,
21,7,5471,Chromolaena laevigata,2.5,1.5+1,2.8,,,,,
21,8,5472,Gochnatia polymorpha,3.5,6.2,6.5,,,,,
21,8,5473,Gochnatia polymorpha,3,5.3,7,,,,,
21,8,5474,Gochnatia polymorpha,5,10.7+6.4,16.3,,,,,
21,8,5475,Ocotea corymbosa,5,7.8+7,8.5+8.7,,,,,
21,8,5476,Gochnatia polymorpha,6.5,(10.5+7+6.9+17.4+10.9),34,,,,,
21,8,5477,Stryphnodendron rotundifolium,2,7.5,8.3,,,,,
21,8,5478,Gochnatia polymorpha,4.5,7.8,9.9,,,,,
21,8,5479,Gochnatia polymorpha,4.5,8.8+6.6,12.8,,,,,
21,8,5480,Gochnatia polymorpha,5,7.4,9.1,,,,,
21,8,5481,Gochnatia polymorpha,4,7.5+5.5,11.3,,,,,
21,8,5482,Gochnatia polymorpha,5,6.3+8.5,13.3,,,,,
21,8,5483,Gochnatia polymorpha,2.6,1.8,3.6,,,,,
21,8,5484,Aegiphila verticillata,1.9,1.2,2.2,,,,,
21,9,5485,Gochnatia polymorpha,3,5.3,6.2,,,,,
21,9,5486,Ocotea corymbosa,4.5,9.3,10,,,,,
21,9,5487,Ocotea corymbosa,5,6.9,7.5,,,,,
21,9,5488,Gochnatia polymorpha,4,6.2,9,,,,,
21,9,5489,Ocotea corymbosa,5,6.6+6.3,9.6,,,,,
21,9,5490,Ocotea corymbosa,5,6,6.1,,,,,
21,9,5491,Gochnatia polymorpha,4,6.2+5.2,8.7,,,,,
21,9,5492,Gochnatia polymorpha,4,5.5,6.5,,,,,
21,9,5493,Gochnatia polymorpha,4,5.6,7.5,,,,,
21,9,5494,Gochnatia polymorpha,4,7,9.1,,,,,
21,9,5495,Gochnatia polymorpha,3.5,8,8.8,,,,,
21,9,5496,Gochnatia polymorpha,4.5,7,9,,,,,
21,9,5497,Gochnatia polymorpha,4.2,5.4,6.5,,,,,
21,9,5498,Stryphnodendron rotundifolium,3,6.3,6.6,,,,,
21,9,5499,Ocotea corymbosa,4.2,6,7.3,,,,,
21,9,5500,Stryphnodendron rotundifolium,2.2,2.9+1.3+1.5+1.6,9.8,,,,,
21,9,5501,Ocotea corymbosa,3,1.4,1.7,,,,,
21,9,5502,Gochnatia polymorpha,3.5,5.2+4,7,,,,,
21,9,5503,Gochnatia polymorpha,1.6,1.4,2.2,,,,,
21,9,5504,Gochnatia polymorpha,3.2,2.5+3.5+2.3,6.5,,,,,
21,9,5505,Gochnatia polymorpha,2.2,3.4,4.1,,,,,
21,9,5506,Campomanesia adamantium,2,(1.4+1+1.3)+(1.5+2.1),3.1+3.5,,,,,
21,9,5507,Campomanesia adamantium,1.9,1.1+1.5+1,2.5,,,,,
21,9,5508,Lippia sidoides,4,2,2.3,,,,,
21,9,5509,Gochnatia polymorpha,3.5,4.5,5.5,,,,,
21,9,5510,Gochnatia polymorpha,4,5.1,5.9,,,,,
21,9,5511,Ocotea corymbosa,3,1.9,2.9,,,,,
21,9,5512,Gochnatia polymorpha,1.6,2.1,2.4,,,,,
21,9,5513,Myrcia fallax,3.5,3.5,4.3,,,,,
21,10,5514,Gochnatia polymorpha,4,11.4+6.6,12.6,,,,,
21,10,5515,Ocotea corymbosa,5,8.8,9.3,,,,,
21,10,5516,Gochnatia polymorpha,4,6.5,10.6,,,,,
21,10,5517,Gochnatia polymorpha,4,5.2,8.5,,,,,
21,10,5518,Ocotea corymbosa,6.5,8.2,9.1,,,,,
21,10,5519,Gochnatia polymorpha,4,5.2,7.7,,,,,
21,10,5520,Gochnatia polymorpha,4,6.5,7,,,,,
21,10,5521,Ocotea corymbosa,4.5,5.9,6.5,,,,,
21,10,5522,Ocotea corymbosa,5,5.3,5.8,,,,,
21,10,5523,Ocotea corymbosa,4,5.9,6.9,,,,,
21,10,5524,Gochnatia polymorpha,4,9.2,11.2,,,,,
21,10,5525,Gochnatia polymorpha,5,8,10.1,,,,,
21,10,5526,Ocotea corymbosa,5,7.3,9,,,,,
21,10,5527,Gochnatia polymorpha,3,3.2,4.1,,,,,
21,10,5528,Ocotea corymbosa,2.3,1.1,5.1,,,,,
21,10,5529,Myrcia fallax,3,2.8,3.8,,,,,
21,10,5530,Gochnatia polymorpha,3.6,3,3.5,,,,,
22,1,3761,Platymenia reticulata,6,13.8,14.2,,,,,
22,1,3762,Siparuna guianensis,7,6.4,7.1,,,,,
22,1,3763,Myrcia fallax,3,5.5,5.5,,,,,
22,1,3764,Machaerium acutifolium,9,25.3,27.4,,,,,
22,1,3765,Anadenanthera falcata,9,15.3,15.5,,,,,
22,1,3766,Ocotea corymbosa,9,13,14.9,,,,,
22,1,3767,Siparuna guianensis,7,6.8,7.7,,,,,
22,1,3768,Anadenanthera falcata,8,15,15.3,,,,,
22,1,3769,Anadenanthera falcata,9,16.3,17.2,,,,,
22,1,3770,Platymenia reticulata,8,11.4,11.3,,,,,
22,1,3771,Copaifera langsdorffii,9,12.7,12.9,,,,,
22,1,3772,Ocotea corymbosa,10,11.8,13.8,,,,,
22,1,3773,Ocotea corymbosa,12,13.7,15.1,,,,,
22,1,3774,Amaioua intermedia,6,5.1,5.3,,,,,
22,1,3775,Amaioua intermedia,6,5.5,5.8,,,,,
22,1,3776,Siparuna guianensis,5,5.1,5.5,,,,,
22,1,3777,Amaioua intermedia,9,16.2+7.2+10.1,20.8,,,,,
22,1,3778,Siparuna guianensis,5,2.8,3.3,,,,,
22,1,3779,Siparuna guianensis,4,1.5,2,,,,,
22,1,3781,Siparuna guianensis,4,2.4,2.9,,,,,
22,1,3782,Guatteria nigrescens,4,2,2.4,,,,,
22,1,3783,Lacistema hasslerianum,2,1.1,1.9,,,,,
22,1,3784,Siparuna guianensis,4,2.1,2.9,,,,,
22,1,3785,Siparuna guianensis,4,1.8+1,2.2+1.8,,,,,
22,1,3786,Lacistema hasslerianum,2.5,1,1.2,,,,,
22,1,3787,Siparuna guianensis,4,3.8,4.4,,,,,
22,1,3788,Siparuna guianensis,5,2.1,2.5,,,,,
22,2,3780,Ocotea corymbosa,10,17.9,18.4,,,,,
22,2,3789,Siparuna guianensis,7,5.2,5.8,,,,,
22,2,3790,Amaioua intermedia,7,6.7,7.3,,,,,
22,2,3791,Amaioua intermedia,6,5.11,5.8,,,,,
22,2,3792,Amaioua intermedia,6,5.3,7.3,,,,,
22,2,3793,Copaifera langsdorffii,10,16.4,18.7,,,,,
22,2,3794,Ocotea corymbosa,8,8.6,9.2,,,,,
22,2,3795,Pera obovata,12,21.5,26.3,,,,,
22,2,3796,Copaifera langsdorffii,12,16.4,17.9,,,,,
22,2,3797,Siparuna guianensis,7,5.1,5.5,,,,,
22,2,3798,Amaioua intermedia,8,8.1,8.7,,,,,
22,2,3799,Ocotea corymbosa,9,14,15.5,,,,,
22,2,3800,Copaifera langsdorffii,8,9.2,12,,,,,
22,2,3801,Daphnopsis racemosa,10,11.9,13.4,,,,,
22,2,3802,Copaifera langsdorffii,12,19.8,20.4,,,,,
22,2,3803,Nectandra cuspidata,10,8,8.2,,,,,
22,2,3804,Amaioua intermedia,7,6.7,7.5,,,,,
22,2,3805,Copaifera langsdorffii,11,16.4,17.3,,,,,
22,2,3806,Guatteria nigrescens,7,6.3,6.6,,,,,
22,2,3807,Amaioua intermedia,7,5.8,6.9,,,,,
22,2,3808,Siparuna guianensis,8,5.1,5.7,,,,,
22,2,3809,Amaioua intermedia,6,5.8,6.2,,,,,
22,2,3810,Amaioua intermedia,7,9.4,10.2,,,,,
22,2,3811,Amaioua intermedia,7,6,6.9,,,,,
22,2,3812,Siparuna guianensis,2.5,1,1.2,,,,,
22,2,3813,Ocotea corymbosa,10,17.1,18.2,,,,,
22,2,3814,Siparuna guianensis,5,2.9,3.4,,,,,
22,2,3815,Siparuna guianensis,2.2,1,1.4,,,,,
22,2,3816,Siparuna guianensis,3.5,1.2,1.5,,,,,
22,2,3817,Siparuna guianensis,3,1.2+1.4,2.3,,,,,
22,2,3818,Amaioua intermedia,6,3.9,4.1,,,,,
22,2,3819,Amaioua intermedia,3.5,2.1,2.4,,,,,
22,2,3820,Amaioua intermedia,2.5,1,1.2,,,,,
22,2,3821,Calyptranthes lucida,8,4+3.5,5.3,,,,,
22,2,3822,Siparuna guianensis,5,2.5,2.8,,,,,
22,2,3823,Siparuna guianensis,4,1.4,1.6,,,,,
22,2,3824,Siparuna guianensis,3,1.5,1.9,,,,,
22,2,3825,Amaioua intermedia,2.5,1.2,1.8,,,,,
22,2,3826,Siparuna guianensis,4,2,2.3,,,,,
22,2,3827,Amaioua intermedia,4,4.6,5.1,,,,,
22,3,3828,Pouteria torta,5,21.5,21.1,,,,,
22,3,3829,Siparuna guianensis,6,5.6,6.4,,,,,
22,3,3830,Daphnopsis racemosa,7,8.5,10.9,,,,,
22,3,3831,Anadenanthera falcata,6,15.8,16.4,,,,,
22,3,3832,Ocotea corymbosa,9,11.6,11.9,,,,,
22,3,3833,Pera obovata,8,8.7,10.2,,,,,
22,3,3834,Pera obovata,10,10.2,11.3,,,,,
22,3,3835,Copaifera langsdorffii,12,14.2,13.7,,,,,
22,3,3836,Platymenia reticulata,9,17.7,20.5,,,,,
22,3,3837,Amaioua intermedia,5,5.3,5.5,,,,,
22,3,3838,Amaioua intermedia,6,5.4,5.5,,,,,
22,3,3839,Myrcia venulosa,8,7.5+6.4+6.3,9.2+8+7.8,,,,,
22,3,3840,Pera obovata,10,10,11.2,,,,,
22,3,3841,Ocotea corymbosa,4,7.8,7.8,,,,,
22,3,3842,Amaioua intermedia,7,7.1,7.7,,,,,
22,3,3843,Siparuna guianensis,8,5.2,5.7,,,,,
22,3,3844,Ocotea corymbosa,9,10.3,16.3,,,,,
22,3,3845,Siparuna guianensis,7,5.2,6,,,,,
22,3,3846,Ouratea spectabilis,5,2.9,6.5,,,,,
22,3,3847,Copaifera langsdorffii,3,1.3,1.4,,,,,
22,3,3848,Pera obovata,4,1.2,1.5,,,,,
22,3,3849,Amaioua intermedia,2.5,1,1.1,,,,,
22,3,3850,Amaioua intermedia,4,1.9,2.8,,,,,
22,3,3851,Amaioua intermedia,5,4.4,5.3,,,,,
22,3,3852,Amaioua intermedia,6,4.9,5.3,,,,,
22,3,3853,Amaioua intermedia,4,3.2,3.5,,,,,
22,3,3854,Rapanea umbellata,2.5,1.4,1.6,,,,,
22,3,3855,Amaioua intermedia,3,1.7,2.2,,,,,
22,3,3856,Rapanea umbellata,8,3.2,3.7,,,,,
22,3,3857,Siparuna guianensis,3,1.3,1.9,,,,,
22,3,3858,Jacaranda caroba,3,1,1.9,,,,,
22,3,3859,Lacistema hasslerianum,2,1.4,1.6,,,,,
22,3,3860,Rapanea umbellata,6,1.7,2,,,,,
22,3,3973,Ocotea corymbosa,4,3.2+1.1,5.5,,,,,
22,3,3974,Rapanea umbellata,3,1.2,1.3,,,,,
22,4,3861,Pera obovata,9,10.1,12,,,,,
22,4,3862,Amaioua intermedia,8,6.6,6.9,,,,,
22,4,3863,Amaioua intermedia,7,5.3,5.4,,,,,
22,4,3864,Ocotea corymbosa,5,7.9,8.6,,,,,
22,4,3865,Ocotea corymbosa,9,11.8,13.1,,,,,
22,4,3866,Amaioua intermedia,8,5.7,6.4,,,,,
22,4,3867,Vochysia tucanorum,6,13.8,17,,,,,
22,4,3868,Amaioua intermedia,8,8.3,9.5,,,,,
22,4,3869,Siparuna guianensis,5,5.4,6,,,,,
22,4,3870,Qualea multiflora,8,12.2,17.9,,,,,
22,4,3871,Ocotea corymbosa,9,8.7,9.8,,,,,
22,4,3872,Amaioua intermedia,8,6.9,8,,,,,
22,4,3873,Daphnopsis racemosa,7,9.2,10.9,,,,,
22,4,3874,Ocotea corymbosa,10,24.5,21,,,,,
22,4,3875,Pera obovata,6,7.1,8,,,,,
22,4,3876,Siparuna guianensis,8,5.4,6,,,,,
22,4,3878,Amaioua intermedia,6,5.8,6.8,,,,,
22,4,3879,Platymenia reticulata,6,8.2,7.8,,,,,
22,4,3880,Ocotea corymbosa,9,10.1,10.2,,,,,
22,4,3881,Copaifera langsdorffii,7,6.3,8.7,,,,,
22,4,3882,Ocotea corymbosa,9,10.7,11.6,,,,,
22,4,3883,Amaioua intermedia,7,7.1,7.6,,,,,
22,4,3884,Siparuna guianensis,6,4.1,4.4,,,,,
22,4,3885,Rapanea umbellata,3,1+1,1.6,,,,,
22,4,3886,Amaioua intermedia,5,3.4,4.1,,,,,
22,4,3887,Siparuna guianensis,7,3.6,4.2,,,,,
22,4,3888,Amaioua intermedia,3,1.1,1.4,,,,,
22,4,3889,Rapanea umbellata,6,1.9,2.1,,,,,
22,4,3890,Amaioua intermedia,2.5,1,1.5,,,,,
22,4,3891,Amaioua intermedia,6,4,4.3,,,,,
22,4,3892,Amaioua intermedia,8,1.6+4,2.1+4.5,,,,,
22,4,3893,Lacistema hasslerianum,3,1.4,1.5,,,,,
22,4,3894,Siparuna guianensis,4,1.7,2,,,,,
22,4,3895,Pera obovata,3.5,1.5,2.2,,,,,
22,4,3896,Rapanea umbellata,5,1.3+3.8,4.8,,,,,
22,5,3897,Guatteria nigrescens,9,7+5.7,8.6+6,,,,,
22,5,3898,Pera obovata,8,7.6,9,,,,,
22,5,3899,Myrcia lingua,5,12.7+15.5+7.5,21.4,,,,,
22,5,3900,Ocotea corymbosa,10,14.4,15.5,,,,,
22,5,3901,Myrcia fallax,7,10.1,11.5,,,,,
22,5,3902,Myrcia venulosa,7,8.8,10,,,,,
22,5,3903,Pera obovata,12,11.9,14.4,,,,,
22,5,3904,Daphnopsis racemosa,10,11,13,,,,,
22,5,3905,Myrcia fallax,7,11,10.3,,,,,
22,5,3906,Ocotea corymbosa,9,14,16.1,,,,,
22,5,3907,Anadenanthera falcata,10,21.3,23.7,,,,,
22,5,3909,Rapanea umbellata,7,7.4,7.1,,,,,
22,5,3910,Copaifera langsdorffii,10,11.5,17.1,,,,,
22,5,3911,Myrcia fallax,9,10.5,11.4,,,,,
22,5,3912,Anadenanthera falcata,3,9.8,10.8,,,,,
22,5,3913,Amaioua intermedia,8,6.5+5.2,10.5,,,,,
22,5,3914,Ocotea corymbosa,9,10.4,12.6,,,,,
22,5,3915,Qualea cordata,5,4.2,5.9,,,,,
22,5,3916,Amaioua intermedia,6,3.1,3.5,,,,,
22,5,3917,Amaioua intermedia,5,2.7,3.2,,,,,
22,5,3918,Roupala montana,2.5,2.6+1.6,5,,,,,
22,5,3919,Amaioua intermedia,5,3,2.8,,,,,
22,5,3920,Rapanea umbellata,5,4.7,5.2,,,,,
22,5,3921,Rapanea umbellata,3.5,1.4,1.6,,,,,
22,5,3922,Amaioua intermedia,2.5,1.5,2,,,,,
22,5,3923,Pera obovata,3,1,1.5,,,,,
22,5,3924,Amaioua intermedia,3,1.4,1.9,,,,,
22,5,3925,Amaioua intermedia,4,2.3,2.5,,,,,
22,5,3926,Siparuna guianensis,1.9,1,1.5,,,,,
22,5,3927,Amaioua intermedia,6,4,4.9,,,,,
22,5,3928,Amaioua intermedia,5,4,4.4,,,,,
22,5,3929,Roupala montana,2.1,2.9,3.6,,,,,
22,5,3930,Rapanea umbellata,6,3.3,3.9,,,,,
22,5,3931,Siparuna guianensis,3,1,1.1,,,,,
22,5,3932,Daphnopsis racemosa,3,2.1,2.2,,,,,
22,5,3933,Amaioua intermedia,3,1.8,2.7,,,,,
22,5,3934,Daphnopsis racemosa,6,4.2,4.5,,,,,
22,6,3935,Anadenanthera falcata,6,23.2,24.1,,,,,
22,6,3936,Pera obovata,8,9.2,10.3,,,,,
22,6,3937,Myrcia multiflora,7,7.6+5.9,7.7+6.7,,,,,
22,6,3938,Siparuna guianensis,5,5.5,5.9,,,,,
22,6,3939,Anadenanthera falcata,6,10.1,10.2,,,,,
22,6,3940,Anadenanthera falcata,8,11.8,14.5,,,,,
22,6,3941,Ocotea corymbosa,8,8.7,8.7,,,,,
22,6,3942,Amaioua intermedia,6,4.9+5,7.4,,,,,
22,6,3943,Vochysia tucanorum,8,20.4,22,,,,,
22,6,3944,Qualea multiflora,7,11,11.6,,,,,
22,6,3945,Anadenanthera falcata,6,12.7,14.4,,,,,
22,6,3946,Annona coriacea,7,7.1,7.5,,,,,
22,6,3947,Amaioua intermedia,5,5,5.8,,,,,
22,6,3948,Ocotea corymbosa,9,11.8,13.8,,,,,
22,6,3949,Ocotea corymbosa,6,9.2,9.1,,,,,
22,6,3950,Pera obovata,8,5.3,6,,,,,
22,6,3951,Pera obovata,9,7.7,8,,,,,
22,6,3952,Amaioua intermedia,4.5,5.3,7.1,,,,,
22,6,3953,Myrcia lingua,4,7.8,8.4,,,,,
22,6,3954,Ouratea spectabilis,6,8.7,11,,,,,
22,6,3955,Amaioua intermedia,7,5.8,6.3,,,,,
22,6,3956,Amaioua intermedia,2.5,1,1.5,,,,,
22,6,3957,Rapanea umbellata,4,1.9,2.3,,,,,
22,6,3958,Amaioua intermedia,5,3.2,3.5,,,,,
22,6,3959,Amaioua intermedia,5,4.3,4.9,,,,,
22,6,3960,Siparuna guianensis,4.5,2.1,2.4,,,,,
22,6,3961,Copaifera langsdorffii,2.5,1.2,1.6,,,,,
22,6,3962,Pera obovata,3,2.5,3.2,,,,,
22,6,3963,Amaioua intermedia,3,1.9,2.1,,,,,
22,6,3964,Rapanea umbellata,5,2.3,2.5,,,,,
22,6,3965,Copaifera langsdorffii,3,1.2,1.3,,,,,
22,6,3966,Amaioua intermedia,4,2.3,2.6,,,,,
22,6,3967,Myrcia multiflora,2.2,1.7+1.4,2.1,,,,,
22,6,3968,Amaioua intermedia,4,2.3,2.7,,,,,
22,6,3969,Daphnopsis racemosa,3.5,2.6,2.5,,,,,
22,6,3970,Siparuna guianensis,6,5.2,5.6,,,,,
22,6,3971,Leptolobium elegans,3,5,6.6,,,,,
22,6,3972,Amaioua intermedia,3,1+1.5,2.7,,,,,
22,7,3877,Pera obovata,8,6.5,7.2,,,,,
22,7,3908,Amaioua intermedia,6,7.2+6,9.7,,,,,
22,7,3975,Daphnopsis racemosa,5,5.3,6.2,,,,,
22,7,3976,Siparuna guianensis,6,5.2,6.8,,,,,
22,7,3977,Ocotea corymbosa,8,8,8,,,,,
22,7,3978,Daphnopsis racemosa,6,5,6.1,,,,,
22,7,3979,Pera obovata,6,8.6,7,,,,,
22,7,3980,Siparuna guianensis,5,5,5.9,,,,,
22,7,3981,Pera obovata,8,10.6,11.8,,,,,
22,7,3982,Copaifera langsdorffii,7,12.3,15.7,,,,,
22,7,3983,Ocotea corymbosa,6,7.2,8.2,,,,,
22,7,3984,Rapanea umbellata,6,5.1,5.7,,,,,
22,7,3985,Vochysia tucanorum,7,10,12.8,,,,,
22,7,3986,Ocotea pulchella,6,6.4,11,,,,,
22,7,3987,Miconia ligustroides,6,8,8.5,,,,,
22,7,3988,Aspidosperma tomentosum,6,6.3,7.2,,,,,
22,7,3989,Platymenia reticulata,8,9.4,9.8,,,,,
22,7,3990,Ocotea pulchella,9,11.4,13,,,,,
22,7,3991,Plenckia populnea,5,7.3,8.9,,,,,
22,7,3992,Siparuna guianensis,8,5.8,6.3,,,,,
22,7,3993,Pera obovata,8,10.7,12,,,,,
22,7,3994,Byrsonima coccolobifolia,4,5,6.2,,,,,
22,7,3995,Daphnopsis racemosa,7,8.4,10.6,,,,,
22,7,3996,Amaioua intermedia,8,13.2,14.3,,,,,
22,7,3997,Amaioua intermedia,8,6.9,7.8,,,,,
22,7,3998,Siparuna guianensis,5,4,4.3,,,,,
22,7,3999,Amaioua intermedia,2.4,1.1,1.2,,,,,
22,7,4000,Siparuna guianensis,2,1.2,1.6,,,,,
22,7,4001,Amaioua intermedia,5,2.7,3.4,,,,,
22,7,4002,Aspidosperma tomentosum,3.5,4.4,5.8,,,,,
22,7,4003,Amaioua intermedia,5,3.6,5.5,,,,,
22,7,4004,Amaioua intermedia,5.5,3.5,4.2,,,,,
22,7,4005,Amaioua intermedia,5,3.6,4.1,,,,,
22,7,4006,Myrcia multiflora,3.5,1.6,1.8,,,,,
22,7,4007,Platymenia reticulata,2.2,1.9,3.2,,,,,
22,7,4008,Siparuna guianensis,2.2,1,1.1,,,,,
22,7,4009,Amaioua intermedia,6,2.8,3,,,,,
22,7,4010,Siparuna guianensis,2.5,1.3,1.9,,,,,
22,7,4011,Daphnopsis racemosa,4,1.8,2,,,,,
22,7,4012,Daphnopsis racemosa,4,1.3,2,,,,,
22,7,4013,Siparuna guianensis,5,2.1,2.5,,,,,
22,7,4014,Siparuna guianensis,2.8,1.2,1.4,,,,,
22,7,4015,Copaifera langsdorffii,2,2.8,3.5,,,,,
22,7,4016,Aspidosperma tomentosum,2.5,4,5,,,,,
22,7,4017,Siparuna guianensis,3.5,1.1,1.3,,,,,
22,7,4018,Amaioua intermedia,4.5,3.2,4.3,,,,,
22,7,4019,Amaioua intermedia,4,3.1,3.8,,,,,
22,7,4020,Myrcia fallax,3.5,5.3,5.1,,,,,
22,8,4021,Miconia ligustroides,4,8.5,9.5,,,,,
22,8,4022,Ocotea corymbosa,6,10.4,12,,,,,
22,8,4023,Ocotea corymbosa,7,8,8.5,,,,,
22,8,4024,Siparuna guianensis,6,7.2,8.2,,,,,
22,8,4025,Amaioua intermedia,7,8.2,8.5,,,,,
22,8,4026,Anadenanthera falcata,6,8.8,10.5,,,,,
22,8,4027,Ocotea corymbosa,6,7.9,8.2,,,,,
22,8,4028,Amaioua intermedia,8,7.8,8.3,,,,,
22,8,4029,Ocotea corymbosa,6,6.1,6.5,,,,,
22,8,4030,Anadenanthera falcata,7,18.5,19,,,,,
22,8,4031,Plenckia populnea,4.5,5.8,6.5,,,,,
22,8,4032,Amaioua intermedia,6,6,6.5,,,,,
22,8,4033,Guatteria nigrescens,8,8,8.6,,,,,
22,8,4034,Siparuna guianensis,7,7.1,8.5,,,,,
22,8,4035,Ocotea corymbosa,8,9,9.8,,,,,
22,8,4036,Ocotea corymbosa,7,9.6,10,,,,,
22,8,4037,Siparuna guianensis,6,5,6,,,,,
22,8,4038,Ocotea corymbosa,8,11.1,11.3,,,,,
22,8,4039,Lacistema hasslerianum,6,4.5,5.2,,,,,
22,8,4040,Ocotea corymbosa,6,4.3,4.3,,,,,
22,8,4041,Lacistema hasslerianum,4,1.5,0.6,,,,,
22,8,4042,Siparuna guianensis,4,1.8,2.1,,,,,
22,8,4043,Siparuna guianensis,5,2.8,3.1,,,,,
22,8,4044,Siparuna guianensis,6,2.9,3.2,,,,,
22,8,4045,Siparuna guianensis,4,1.7,2,,,,,
22,8,4046,Amaioua intermedia,6,3.5,3,,,,,
22,8,4047,Siparuna guianensis,4,1.5,1.7,,,,,
22,8,4048,Rapanea umbellata,5,2,2.5,,,,,
22,8,4049,Aspidosperma tomentosum,2.7,4.5,5.3,,,,,
22,8,4050,Siparuna guianensis,4,1.1,1.3,,,,,
22,8,4051,Pera obovata,2,1,1.4,,,,,
22,8,4052,Calyptranthes c.f. concina,7,4.5,5,,,,,
22,8,4053,Amaioua intermedia,4.5,1,1.3,,,,,
22,8,4061,Lacistema hasslerianum,3,1.1,1.7,,,,,
22,8,4062,Leptolobium elegans,2.5,1.5,5,,,,,
22,9,4054,Siparuna guianensis,7,6.1,7.3,,,,,
22,9,4055,Daphnopsis racemosa,9,13,13.9,,,,,
22,9,4056,Amaioua intermedia,8,9.4,10.5,,,,,
22,9,4057,Copaifera langsdorffii,9,17.5,20.5,,,,,
22,9,4058,Ocotea corymbosa,9,10.2,10.3,,,,,
22,9,4059,Ocotea corymbosa,6,8.3,8.9,,,,,
22,9,4060,Amaioua intermedia,6,8.4,9,,,,,
22,9,4063,Ocotea corymbosa,10,16.7,18,,,,,
22,9,4064,Ocotea corymbosa,10,11.9,12.9,,,,,
22,9,4065,Ocotea corymbosa,5,7.7,8.3,,,,,
22,9,4066,Siparuna guianensis,8,7,8.1,,,,,
22,9,4067,Ocotea corymbosa,10,13,16.5,,,,,
22,9,4068,Anadenanthera falcata,10,14,17,,,,,
22,9,4069,Syagrus rommanzofiana,8,12,16.3,,,,,
22,9,4070,Siparuna guianensis,7,6,7.3,,,,,
22,9,4071,Tapirira guianensis,12,18.8,23,,,,,
22,9,4072,Ocotea corymbosa,10,22.5,22.2,,,,,
22,9,4073,Daphnopsis racemosa,9,9.2,9.5,,,,,
22,9,4074,Amaioua intermedia,7,4.9,5.4,,,,,
22,9,4075,Amaioua intermedia,5,6.3,6.5,,,,,
22,9,4076,Siparuna guianensis,6,2.5,3,,,,,
22,9,4077,Myrcia multiflora,2.5,1.6,1.8,,,,,
22,9,4078,Siparuna guianensis,3,3.5,4.2,,,,,
22,9,4079,Amaioua intermedia,5,4.5,7,,,,,
22,9,4080,Siparuna guianensis,3,1.5,2,,,,,
22,9,4081,Siparuna guianensis,3.5,1.2,2.3,,,,,
22,9,4082,Siparuna guianensis,6,2.4,2.7,,,,,
22,9,4083,Siparuna guianensis,3,1.1,1.5,,,,,
22,9,4084,Siparuna guianensis,7,4.2,4.9,,,,,
22,9,4085,Pouteria ramiflora,3.5,2.2,2.5,,,,,
22,9,4086,Siparuna guianensis,4,2.5,3.2,,,,,
22,9,4087,Amaioua intermedia,3.5,2,2.4,,,,,
22,9,4088,Roupala montana,2.2,1.1,3,,,,,
22,9,4089,Siparuna guianensis,4,2,2.6,,,,,
22,9,4090,Siparuna guianensis,7,4.8,5.4,,,,,
22,9,4091,Siparuna guianensis,3,1,1.2,,,,,
22,9,4092,Roupala montana,2.8,3.7,5.7,,,,,
22,9,4093,Machaerium acutifolium,2.8,3.8,4.7,,,,,
22,9,4094,Siparuna guianensis,6,3.3,3.8,,,,,
22,9,4095,Siparuna guianensis,4.5,1.7,2,,,,,
22,9,4096,Siparuna guianensis,6,3.5,4.2,,,,,
22,9,4097,Brosimum gaudichaudii,4,2.1,3,,,,,
